Node Population Gap_0 Gap_200 Gap_400 Gap_600 Gap_800 Gap_1000 Gap_1200 Gap_1400 Gap_1600 Gap_1800 Gap_2000 Gap_2200 Gap_2400 Gap_2600 Gap_2800 Gap_3000 Gap_3200 Gap_3400 Gap_3600 Gap_3800 Gap_4000 Gap_4200 Gap_4400 Gap_4600 Gap_4800 Gap_5000
-56.526338--33.3594272 0 1 1 1 1 1 1 1 1 6 7 8 8 9 10 11 11 11 11 12 12 12 12 13 13 13 13
-56.5315112--33.3672341 48 1 1 1 1 1 1 3 4 7 7 8 9 10 11 12 12 12 13 13 13 13 13 13 13 13 13
-56.5354937--33.37405 54 1 1 1 1 1 2 3 4 4 5 8 9 9 11 12 13 13 13 13 13 13 13 14 14 14 14
-56.5313193--33.3679186 92 1 1 1 1 1 2 4 6 7 8 8 10 11 11 12 12 12 13 13 13 13 13 13 13 13 14
-56.5353473--33.3730195 87 1 1 1 1 1 2 3 3 4 5 8 9 9 10 12 13 13 13 13 13 13 13 13 14 14 14
-56.5346035--33.3744391 33 1 1 1 1 1 3 3 4 5 6 9 9 10 11 12 13 13 13 13 13 13 14 14 14 14 14
-56.5381684--33.3678767 26 1 1 1 1 1 1 1 1 1 2 3 4 5 6 9 9 10 11 12 13 13 13 13 13 13 13
-56.5385782--33.3763661 19 1 1 1 1 1 1 1 2 3 4 4 6 8 9 10 11 12 13 13 13 13 13 14 14 14 14
-56.5375892--33.3773871 126 1 1 1 1 1 1 1 3 4 4 6 8 8 10 11 12 13 13 13 13 13 14 14 14 14 14
-56.5368644--33.3773131 89 1 1 1 1 1 1 2 4 4 6 7 8 8 11 11 12 13 13 13 13 13 14 14 14 14 14
-56.5359466--33.3751669 96 1 1 1 1 1 1 2 3 4 4 6 8 9 10 11 12 13 13 13 13 13 13 14 14 14 14
-56.5347361--33.3770869 106 1 1 1 1 1 2 4 4 5 7 8 8 11 11 12 13 13 13 13 13 14 14 14 14 14 14
-56.5332555--33.3759545 47 1 1 1 1 1 3 4 4 6 7 9 9 11 11 12 13 13 13 13 13 14 14 14 14 14 14
-56.5332383--33.3768756 185 1 1 1 1 1 3 4 4 6 8 8 10 11 11 12 13 13 13 13 13 14 14 14 14 14 14
-56.5387835--33.3749962 26 1 1 1 1 1 1 1 1 3 3 4 6 7 9 9 11 11 12 13 13 13 13 13 14 14 14
-56.5374839--33.3752135 52 1 1 1 1 1 1 1 3 3 4 5 7 9 9 11 11 12 13 13 13 13 13 14 14 14 14
-56.5374839--33.3752135 18 1 1 1 1 1 1 1 3 3 4 5 7 9 9 11 11 12 13 13 13 13 13 14 14 14 14
-56.5359492--33.3760763 68 1 1 1 1 1 1 3 3 4 5 7 8 9 11 11 12 13 13 13 13 13 14 14 14 14 14
-56.5345625--33.3751712 15 1 1 1 1 1 3 3 4 5 6 8 9 10 11 12 13 13 13 13 13 13 14 14 14 14 14
-56.5332868--33.3751597 85 1 1 1 1 2 3 4 4 5 8 9 9 11 12 13 13 13 13 13 13 13 14 14 14 14 14
-56.5499568--33.3814597 16 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 5 7 9 9 9 11 12 13
-56.5481558--33.3816231 41 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 5 7 9 9 9 11 12 13 13
-56.5481558--33.3816231 47 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 5 7 9 9 9 11 12 13 13
-56.5512572--33.3813392 66 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 5 5 6 8 9 9 11 11 12
-56.5499568--33.3814597 71 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 5 7 9 9 9 11 12 13
-56.5476424--33.3830311 55 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 5 7 9 9 9 11 12 13 13 13
-56.5467166--33.38379 35 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 5 7 9 9 9 11 12 12 13 13 14
-56.5474799--33.3816995 62 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4 5 6 8 9 9 10 11 12 13 13
-56.5357758--33.3778485 122 1 1 1 1 1 1 2 4 4 6 7 8 9 11 11 12 13 13 13 13 14 14 14 14 14 14
-56.5374644--33.3782703 65 1 1 1 1 1 1 1 2 4 5 6 7 9 9 11 11 12 13 13 13 13 14 14 14 14 14
-56.5375892--33.3773871 55 1 1 1 1 1 1 1 3 4 4 6 8 8 10 11 12 13 13 13 13 13 14 14 14 14 14
-56.5367486--33.3781916 92 1 1 1 1 1 1 1 3 4 5 6 8 9 10 11 11 12 13 13 13 13 14 14 14 14 14
-56.5371606--33.3773448 70 1 1 1 1 1 1 1 3 4 5 6 8 8 10 11 12 13 13 13 13 13 14 14 14 14 14
-56.5349628--33.3777766 64 1 1 1 1 1 1 3 4 4 6 8 8 10 11 12 13 13 13 13 13 14 14 14 14 14 14
-56.5366326--33.3790682 172 1 1 1 1 1 1 1 3 5 5 6 7 9 10 11 11 12 13 13 13 14 14 14 14 14 14
-56.5366999--33.3809598 57 1 1 1 1 1 1 1 1 2 5 5 6 8 9 9 11 11 12 13 13 13 14 14 14 14 14
-56.535709--33.3796348 151 1 1 1 1 1 1 1 4 5 5 6 9 9 10 11 12 13 13 13 14 14 14 14 14 14 14
-56.5381652--33.38193 54 1 1 1 1 1 1 1 1 2 4 5 6 8 9 9 11 11 12 13 13 13 14 14 14 14 14
-56.5389858--33.3797305 81 1 1 1 1 1 1 1 1 1 2 5 5 6 8 9 9 11 11 12 13 13 14 14 14 14 14
-56.5390233--33.3813625 44 1 1 1 1 1 1 1 1 2 4 5 5 7 9 9 10 11 12 13 13 13 14 14 14 14 14
-56.5390233--33.3813625 35 1 1 1 1 1 1 1 1 2 4 5 5 7 9 9 10 11 12 13 13 13 14 14 14 14 14
-56.5389858--33.3797305 150 1 1 1 1 1 1 1 1 1 2 5 5 6 8 9 9 11 11 12 13 13 14 14 14 14 14
-56.5389694--33.3805073 0 1 1 1 1 1 1 1 1 1 2 5 5 6 9 9 9 11 12 13 13 13 14 14 14 14 14
-56.5378888--33.3804702 0 1 1 1 1 1 1 1 1 3 5 5 6 9 9 10 11 12 13 13 13 14 14 14 14 14 14
-56.5377893--33.3810739 35 1 1 1 1 1 1 1 1 2 5 5 6 9 9 9 11 11 12 13 13 14 14 14 14 14 14
-56.5472701--33.3801164 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4 5 6 8 9 9 10 11 12 13
-56.538208--33.3782984 10 1 1 1 1 1 1 1 1 3 5 5 6 8 9 10 11 12 13 13 13 13 14 14 14 14 14
-56.5369505--33.3901839 0 1 1 1 1 1 1 1 1 2 2 4 5 5 5 6 9 10 11 11 12 13 14 14 14 14 14
-56.5364067--33.3859459 18 1 1 1 1 1 1 2 2 3 4 5 7 8 9 9 10 10 12 14 14 14 14 14 14 14 14
-56.5320247--33.3870157 21 1 1 1 1 1 1 2 4 5 5 5 7 9 9 10 11 12 14 14 14 14 14 14 14 14 14
-56.5327967--33.3878232 47 1 1 1 1 1 1 1 3 4 5 5 5 8 9 10 11 12 13 14 14 14 14 14 14 14 14
-56.5323965--33.3876339 27 1 1 1 1 1 1 1 3 4 5 5 5 8 9 9 11 12 13 14 14 14 14 14 14 14 14
-56.5317891--33.387361 68 1 1 1 1 1 1 2 3 5 5 5 7 9 9 10 11 12 14 14 14 14 14 14 14 14 14
-56.5326335--33.3880722 0 1 1 1 1 1 1 1 4 4 5 5 5 8 9 10 11 12 13 14 14 14 14 14 14 14 14
-56.5346258--33.3857008 0 1 1 1 1 1 1 2 2 3 5 5 7 9 9 9 10 12 13 14 14 14 14 14 14 14 14
-56.5376613--33.3819878 344 1 1 1 1 1 1 1 2 4 5 5 7 9 9 10 11 12 13 13 13 14 14 14 14 14 14
-56.5332957--33.3841805 52 1 1 1 1 1 2 3 4 5 7 8 9 9 10 10 12 14 14 14 14 14 14 14 14 14 14
-56.5335227--33.3838164 62 1 1 1 1 1 2 3 4 5 7 8 9 9 10 10 12 13 14 14 14 14 14 14 14 14 14
-56.5339--33.3830333 39 1 1 1 1 1 2 3 4 4 6 7 9 9 10 10 12 13 14 14 14 14 14 14 14 14 14
-56.5341213--33.3826553 56 1 1 1 1 1 1 2 3 4 6 7 9 9 9 11 12 13 14 14 14 14 14 14 14 14 14
-56.5345259--33.3821655 89 1 1 1 1 1 1 2 3 5 6 7 9 9 9 11 12 12 13 14 14 14 14 14 14 14 14
-56.5372318--33.3836472 0 1 1 1 1 1 1 1 2 3 4 5 7 8 9 9 10 11 12 13 14 14 14 14 14 14 14
-56.5336605--33.3851666 22 1 1 1 1 1 1 2 3 4 5 7 8 9 9 10 10 12 14 14 14 14 14 14 14 14 14
-56.5345465--33.3840424 63 1 1 1 1 1 1 2 3 4 5 7 9 9 9 10 11 13 14 14 14 14 14 14 14 14 14
-56.5350515--33.3833989 78 1 1 1 1 1 1 2 3 4 6 7 8 9 9 10 11 12 13 14 14 14 14 14 14 14 14
-56.5355787--33.3827386 75 1 1 1 1 1 1 2 3 4 5 7 8 9 9 10 11 12 13 14 14 14 14 14 14 14 14
-56.5365598--33.3832788 24 1 1 1 1 1 1 1 2 3 5 6 7 9 9 9 11 11 12 13 14 14 14 14 14 14 14
-56.5350487--33.3851748 28 1 1 1 1 1 1 2 3 4 5 7 8 9 9 10 10 12 14 14 14 14 14 14 14 14 14
-56.5360193--33.3857251 11 1 1 1 1 1 1 2 2 3 5 5 7 9 9 9 10 11 12 14 14 14 14 14 14 14 14
-56.5355163--33.3845954 43 1 1 1 1 1 1 2 3 4 5 7 8 9 9 10 10 12 13 14 14 14 14 14 14 14 14
-56.5364744--33.3851428 46 1 1 1 1 1 1 1 2 3 4 5 7 9 9 9 10 11 13 14 14 14 14 14 14 14 14
-56.5363588--33.38413 12 1 1 1 1 1 1 1 2 3 4 6 7 9 9 9 10 12 12 14 14 14 14 14 14 14 14
-56.5367135--33.3848382 18 1 1 1 1 1 1 1 2 3 4 5 7 9 9 9 10 10 12 14 14 14 14 14 14 14 14
-56.5249281--33.3966892 75 1 1 1 1 1 2 2 2 3 3 4 4 4 6 6 7 10 11 11 11 12 13 14 14 14 14
-56.5254095--33.3969029 36 1 1 1 1 1 1 2 2 3 3 3 4 4 6 6 7 10 11 11 11 12 13 14 14 14 14
-56.5288026--33.389501 17 1 1 1 1 1 1 2 3 5 5 5 6 9 9 10 11 12 13 14 14 14 14 14 14 14 14
-56.5313071--33.3905979 23 1 1 1 1 1 2 2 2 3 4 5 5 5 9 10 11 11 12 13 14 14 14 14 14 14 14
-56.5322602--33.390444 47 1 1 1 1 1 2 2 2 4 4 5 5 5 8 10 11 11 12 13 14 14 14 14 14 14 14
-56.5327638--33.3908016 3 1 1 1 1 1 1 2 2 2 4 5 5 5 8 10 11 11 12 13 14 14 14 14 14 14 14
-56.5322099--33.3899115 31 1 1 1 1 1 2 2 2 2 4 5 5 5 9 10 11 11 12 13 14 14 14 14 14 14 14
-56.5322099--33.3899115 15 1 1 1 1 1 2 2 2 2 4 5 5 5 9 10 11 11 12 13 14 14 14 14 14 14 14
-56.5313071--33.3905979 28 1 1 1 1 1 2 2 2 3 4 5 5 5 9 10 11 11 12 13 14 14 14 14 14 14 14
-56.5327638--33.3908016 1 1 1 1 1 1 1 2 2 2 4 5 5 5 8 10 11 11 12 13 14 14 14 14 14 14 14
-56.5339469--33.3909931 0 1 1 1 1 1 1 2 2 2 4 5 5 5 6 9 11 11 12 13 14 14 14 14 14 14 14
-56.5342003--33.3912468 58 1 1 1 1 1 1 2 2 2 4 5 5 5 6 9 10 11 12 13 13 14 14 14 14 14 14
-56.5353977--33.3899469 20 1 1 1 1 1 1 1 2 2 4 5 5 5 6 9 10 11 11 12 13 14 14 14 14 14 14
-56.5330558--33.3890861 60 1 1 1 1 1 1 2 2 4 5 5 5 6 9 10 11 12 13 13 14 14 14 14 14 14 14
-56.5342202--33.3896551 64 1 1 1 1 1 1 2 2 4 4 5 5 5 8 9 11 11 12 13 14 14 14 14 14 14 14
-56.5347226--33.3892919 47 1 1 1 1 1 1 1 2 2 4 5 5 5 6 9 11 11 12 13 14 14 14 14 14 14 14
-56.53223--33.3886678 30 1 1 1 1 1 1 2 4 4 5 5 5 8 9 11 11 12 13 14 14 14 14 14 14 14 14
-56.5328684--33.3899653 85 1 1 1 1 1 1 2 2 4 5 5 5 6 9 10 11 12 12 13 14 14 14 14 14 14 14
-56.5346313--33.3932381 66 1 1 1 1 1 1 1 1 2 2 4 4 5 5 5 8 10 11 11 12 13 14 14 14 14 14
-56.536069--33.3946381 30 1 1 1 1 1 1 1 1 1 2 2 4 4 5 5 5 9 10 11 11 12 13 14 14 14 14
-56.5377901--33.3945512 99 1 1 1 1 1 1 1 1 1 2 2 4 4 5 5 5 9 10 11 11 12 13 14 14 14 14
-56.5351934--33.3952873 31 1 1 1 1 1 1 1 1 1 1 2 2 4 5 5 5 6 10 10 11 12 12 13 14 14 14
-56.5359584--33.3975778 69 1 1 1 1 1 1 1 1 1 2 2 2 2 2 5 6 6 6 9 10 11 11 12 13 14 14
-56.5389925--33.395723 0 1 1 1 1 1 1 1 1 1 1 2 2 4 5 5 5 6 9 10 11 11 12 13 14 14 14
-56.5368109--33.3968428 111 1 1 1 1 1 1 1 1 1 1 2 2 2 4 5 6 6 7 10 10 11 11 12 13 14 14
-56.5367128--33.3983023 107 1 1 1 1 1 1 1 1 1 1 2 2 2 2 4 6 6 6 6 9 10 11 11 12 13 14
-56.5394973--33.396342 68 1 1 1 1 1 1 1 1 1 1 2 2 2 4 5 5 6 9 10 11 11 12 13 14 14 14
-56.5372413--33.3972757 88 1 1 1 1 1 1 1 1 1 1 2 2 2 4 4 6 6 6 9 10 11 11 12 13 14 14
-56.5371229--33.3987073 81 1 1 1 1 1 1 1 1 1 1 2 2 2 2 3 5 6 6 6 9 10 11 11 12 13 14
-56.5375184--33.3990572 84 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 5 6 6 6 7 10 10 11 12 13 14
-56.5399017--33.3967511 91 1 1 1 1 1 1 1 1 1 1 2 2 2 4 5 5 5 7 10 10 11 12 12 13 14 14
-56.5380263--33.3980714 96 1 1 1 1 1 1 1 1 1 1 2 2 2 2 4 6 6 6 7 10 10 11 12 12 13 14
-56.5403006--33.3971392 86 1 1 1 1 1 1 1 1 1 1 1 2 2 4 5 5 5 6 9 10 11 11 12 13 14 14
-56.5405446--33.3973416 73 1 1 1 1 1 1 1 1 1 1 1 2 2 4 4 5 5 6 9 10 11 11 12 13 14 14
-56.5384191--33.3984638 82 1 1 1 1 1 1 1 1 1 1 1 2 2 2 4 5 6 6 6 9 10 11 11 12 13 14
-56.5388471--33.3988678 64 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 4 6 6 6 9 10 11 11 12 13 14
-56.5355289--33.3925153 0 1 1 1 1 1 1 1 2 2 2 4 5 5 5 6 9 10 11 12 13 13 14 14 14 14 14
-56.5280963--33.3921254 4 1 1 1 2 2 2 2 2 3 3 5 6 6 8 11 11 11 12 13 13 14 14 14 14 14 14
-56.5348539--33.3917491 5 1 1 1 1 1 1 1 2 2 4 4 5 5 5 8 10 11 11 12 13 14 14 14 14 14 14
-56.5356096--33.3924547 62 1 1 1 1 1 1 1 2 2 2 4 5 5 5 6 9 10 11 12 13 13 14 14 14 14 14
-56.5369505--33.3901839 81 1 1 1 1 1 1 1 1 2 2 4 5 5 5 6 9 10 11 11 12 13 14 14 14 14 14
-56.538064--33.3930624 121 1 1 1 1 1 1 1 1 1 2 2 4 5 5 5 6 9 10 11 12 12 13 14 14 14 14
-56.5013766--33.3941458 18 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 5 6 6 8 10 11 12 13 13
-56.497966--33.3913295 85 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 5 6 8 10 11 12 13 13 14
-56.5018822--33.3934413 80 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 6 6 8 8 10 11 12 13 13
-56.4995454--33.3906957 81 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 6 8 10 11 12 13 13 14 14
-56.5018089--33.390517 38 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 4 6 8 9 11 12 12 13 13 14 14
-56.5007725--33.3902089 70 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 6 8 8 10 11 12 13 13 14 14
-56.5024535--33.3895145 51 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 6 7 8 10 11 12 13 13 14 14 14
-56.5018089--33.390517 16 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 4 6 8 9 11 12 12 13 13 14 14
-56.5023235--33.3889232 160 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 5 6 8 10 11 12 13 13 14 14 14
-56.4999505--33.3887116 40 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 4 7 10 11 12 13 13 14 14 14
-56.5007725--33.3902089 109 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 6 8 8 10 11 12 13 13 14 14
-56.5041125--33.3871965 112 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 4 7 11 12 13 13 14 14 14 14 14
-56.49981--33.3867331 75 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 4 4 9 11 12 13 13 14 14 14 14
-56.5047422--33.3850809 51 1 1 1 1 1 1 1 1 1 1 1 3 3 4 6 9 11 13 13 14 14 14 14 14 14 14
-56.5089936--33.3945065 107 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 4 5 6 7 8 10 11 12 13 13 14
-56.510464--33.3926452 16 1 1 1 1 1 1 1 1 1 1 1 1 1 4 5 6 7 8 10 11 12 13 13 14 14 14
-56.5107475--33.3907879 24 1 1 1 1 1 1 1 1 1 1 1 1 3 6 6 8 9 10 11 12 13 13 14 14 14 14
-56.5099345--33.3903763 50 1 1 1 1 1 1 1 1 1 1 1 2 4 6 7 8 10 11 12 13 13 14 14 14 14 14
-56.5101995--33.3915352 14 1 1 1 1 1 1 1 1 1 1 1 1 3 5 6 7 8 10 11 12 13 13 14 14 14 14
-56.5096596--33.39227 29 1 1 1 1 1 1 1 1 1 1 1 1 2 4 6 6 8 9 10 11 12 13 13 14 14 14
-56.5092235--33.3913418 24 1 1 1 1 1 1 1 1 1 1 1 1 4 6 6 8 8 10 11 12 13 13 14 14 14 14
-56.5083142--33.3925758 49 1 1 1 1 1 1 1 1 1 1 1 2 2 4 6 6 8 9 10 11 12 13 13 14 14 14
-56.5063025--33.3910089 179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 6 6 8 9 10 11 12 13 13 14 14
-56.5068373--33.3884808 76 1 1 1 1 1 1 1 1 1 1 1 1 2 4 5 8 10 11 12 13 13 14 14 14 14 14
-56.5074347--33.3894113 86 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 6 6 8 8 10 11 12 13 13 14 14
-56.5084617--33.3967444 49 1 1 1 1 1 1 1 1 1 1 1 2 2 2 4 4 4 5 6 7 8 10 11 12 13 13
-56.5077804--33.3949049 30 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 5 6 6 8 9 11 12 13 13 14 14
-56.5064551--33.3957718 44 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 4 6 6 8 9 10 11 12 13 13 14
-56.5069329--33.3964511 88 1 1 1 1 1 1 1 1 1 1 1 2 2 3 4 4 5 6 6 8 10 11 12 13 13 14
-56.5070739--33.3978953 48 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 4 5 6 6 8 9 11 12 13 13
-56.5055364--33.3975512 20 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 4 4 6 6 8 9 10 11 12 13 13
-56.5053256--33.3953302 49 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 5 6 7 8 10 11 12 13 13 14
-56.5070699--33.394636 34 1 1 1 1 1 1 1 1 1 1 1 1 2 3 4 5 6 7 8 10 11 12 13 13 14 14
-56.503319--33.3926354 55 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 5 6 6 8 9 11 12 12 13
-56.5078009--33.3933371 82 1 1 1 1 1 1 1 1 1 1 1 2 2 4 5 6 7 8 10 11 12 13 13 14 14 14
-56.5037877--33.3911526 28 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 5 6 6 8 9 11 12 12 13 13 14
-56.5054364--33.3950991 140 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 5 6 6 8 9 11 12 13 13 14
-56.5017976--33.3968628 64 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 4 5 6 6 8 9 11 12 12
-56.5018264--33.3994825 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 4 5 6 6 8 9 11 12
-56.5055364--33.3975512 110 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 4 4 6 6 8 9 10 11 12 13 13
-56.5041597--33.3959106 85 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 4 5 6 7 8 10 11 12 13 13
-56.5038538--33.3981979 10 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 4 6 6 8 8 10 11 12 13
-56.5030761--33.3997166 73 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 4 4 6 6 8 9 10 11 12
-56.5025672--33.397987 36 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 4 5 6 6 8 9 11 12 13
-56.5018264--33.3994825 58 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 4 5 6 6 8 9 11 12
-56.4948283--33.3817168 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 4 5 9 11 12 13
-56.5020338--33.3841843 102 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 4 7 9 11 13 13 14 14 14 14 14
-56.5021706--33.3819211 22 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 4 7 9 11 13 13 14 14 14 14
-56.5010548--33.3819304 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3 4 8 10 11 13 13 14 14 14
-56.5030745--33.3810621 11 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 4 5 8 10 12 13 13 14 14 14 14
-56.5015407--33.3814376 12 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 4 5 8 10 12 13 13 14 14 14
-56.5014249--33.3826557 46 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 4 4 8 10 11 13 13 14 14 14
-56.521357--33.4026062 15 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 7 8 11 11 11 12 13 13
-56.5195219--33.401857 3 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 7 8 11 11 11 12 13 13
-56.5203964--33.4019209 9 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 7 8 11 11 11 12 13 14
-56.521556--33.4009088 0 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 6 8 11 11 11 12 12 13 14
-56.5216862--33.3998874 25 1 1 1 1 1 2 2 3 3 3 3 3 4 4 4 6 6 7 10 11 11 11 12 13 14 14
-56.5203152--33.4026943 15 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 6 7 10 11 11 11 12 13
-56.5214413--33.4019972 0 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 6 6 7 10 11 11 11 12 13 14
-56.5205641--33.4008169 6 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 6 8 11 11 11 11 12 13 14
-56.521556--33.4009088 16 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 6 8 11 11 11 12 12 13 14
-56.5216862--33.3998874 0 1 1 1 1 1 2 2 3 3 3 3 3 4 4 4 6 6 7 10 11 11 11 12 13 14 14
-56.5186004--33.3991443 0 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 7 7 10 11 11 11 12 13 14
-56.5186409--33.4020772 47 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 7 8 11 11 11 12 13 13
-56.5154738--33.4011296 27 1 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 6 6 7 10 11 11 11 12
-56.5181407--33.3998739 81 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 7 8 11 11 11 12 13 14
-56.5155709--33.3991562 29 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 4 6 7 7 10 11 11 12 13 13
-56.5155709--33.3991562 40 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 4 6 7 7 10 11 11 12 13 13
-56.5181407--33.3998739 9 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 7 8 11 11 11 12 13 14
-56.5193636--33.4007116 29 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 7 7 10 11 11 11 12 13 14
-56.513898--33.3980403 34 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 4 4 5 6 7 7 10 11 11 12 13
-56.5197454--33.3934435 70 1 1 1 1 1 1 2 2 2 3 4 4 5 6 7 8 11 11 11 12 13 13 14 14 14 14
-56.5194442--33.3927328 22 1 1 1 1 1 2 2 2 2 3 4 4 5 7 7 10 11 11 11 12 13 14 14 14 14 14
-56.5196052--33.3932382 43 1 1 1 1 1 1 2 2 2 3 4 4 5 6 7 8 11 11 11 12 13 13 14 14 14 14
-56.5197454--33.3934435 28 1 1 1 1 1 1 2 2 2 3 4 4 5 6 7 8 11 11 11 12 13 13 14 14 14 14
-56.5184758--33.3931684 29 1 1 1 1 1 1 2 2 2 3 4 4 5 6 7 7 10 11 11 12 13 13 14 14 14 14
-56.5136129--33.3903946 0 1 1 1 1 1 1 1 1 1 3 3 3 4 6 7 8 10 11 12 13 13 14 14 14 14 14
-56.5170968--33.3942731 6 1 1 1 1 1 1 1 2 2 2 3 4 4 5 6 7 7 10 11 11 12 13 13 14 14 14
-56.519248--33.3928232 101 1 1 1 1 1 2 2 2 2 3 4 4 5 7 7 8 11 11 11 12 13 13 14 14 14 14
-56.5175749--33.392526 57 1 1 1 1 1 1 2 2 2 2 4 4 5 6 7 7 11 11 11 12 13 13 14 14 14 14
-56.517487--33.3915389 64 1 1 1 1 1 1 2 2 2 3 4 4 5 7 7 8 11 11 12 13 13 14 14 14 14 14
-56.5175999--33.3904577 36 1 1 1 1 1 1 2 2 3 3 3 5 7 7 8 10 11 12 13 13 14 14 14 14 14 14
-56.5167707--33.3918578 24 1 1 1 1 1 1 2 2 2 3 4 4 5 7 7 8 11 11 11 12 13 13 14 14 14 14
-56.5160228--33.3912401 77 1 1 1 1 1 1 1 2 2 3 3 4 5 7 7 8 10 11 12 13 13 14 14 14 14 14
-56.517083--33.3917133 51 1 1 1 1 1 1 2 2 2 3 4 4 5 7 7 8 11 11 12 13 13 14 14 14 14 14
-56.5170659--33.3908636 18 1 1 1 1 1 1 2 2 2 3 4 4 6 7 8 8 11 11 12 13 13 14 14 14 14 14
-56.5303056--33.3869472 91 1 1 1 1 1 1 2 4 4 5 5 5 8 9 10 11 12 13 14 14 14 14 14 14 14 14
-56.5303535--33.3844658 3 1 1 1 1 1 1 2 2 4 5 5 7 8 9 9 10 10 13 14 14 14 14 14 14 14 14
-56.5354583--33.3792611 17 1 1 1 1 1 1 2 4 5 6 7 9 9 11 11 12 13 13 13 14 14 14 14 14 14 14
-56.5354459--33.380224 108 1 1 1 1 1 1 2 5 5 6 8 9 9 11 11 12 13 13 13 14 14 14 14 14 14 14
-56.5332383--33.3768756 70 1 1 1 1 1 3 4 4 6 8 8 10 11 11 12 13 13 13 13 13 14 14 14 14 14 14
