Node Population Gap_0 Gap_200 Gap_400 Gap_600 Gap_800 Gap_1000 Gap_1200 Gap_1400 Gap_1600 Gap_1800 Gap_2000 Gap_2200 Gap_2400 Gap_2600 Gap_2800 Gap_3000 Gap_3200 Gap_3400 Gap_3600 Gap_3800 Gap_4000 Gap_4200 Gap_4400 Gap_4600 Gap_4800 Gap_5000
-56.5188418--33.3836911 56 1 1 1 1 1 1 2 5 6 7 9 10 11 12 12 14 14 14 14 14 14 14 14 14 14 14
-56.5193354--33.3844887 51 1 1 1 1 1 1 2 5 5 7 8 9 10 11 13 13 14 14 14 14 14 14 14 14 14 14
-56.5201439--33.3841371 0 1 1 1 1 1 1 4 5 6 7 8 10 11 12 13 14 14 14 14 14 14 14 14 14 14 14
-56.5237023--33.3835709 36 1 1 1 1 2 3 3 5 6 9 10 10 11 12 12 14 14 14 14 14 14 14 14 14 14 14
-56.5227415--33.3840116 62 1 1 1 1 1 2 4 4 7 8 10 10 11 12 12 14 14 14 14 14 14 14 14 14 14 14
-56.5217589--33.3844403 39 1 1 1 1 1 2 4 4 6 7 9 10 11 12 13 14 14 14 14 14 14 14 14 14 14 14
-56.5217589--33.3844403 77 1 1 1 1 1 2 4 4 6 7 9 10 11 12 13 14 14 14 14 14 14 14 14 14 14 14
-56.5198147--33.3852771 36 1 1 1 1 1 1 3 4 5 6 7 9 10 11 13 13 14 14 14 14 14 14 14 14 14 14
-56.524205--33.3843919 43 1 1 1 1 2 2 4 5 6 7 10 10 11 12 12 14 14 14 14 14 14 14 14 14 14 14
-56.5247078--33.3852067 68 1 1 1 2 2 2 4 4 5 6 8 10 10 11 13 13 14 14 14 14 14 14 14 14 14 14
-56.5232403--33.384827 50 1 1 1 1 2 2 4 4 5 7 9 10 11 11 13 13 14 14 14 14 14 14 14 14 14 14
-56.5237283--33.385634 69 1 1 1 1 2 3 3 4 5 7 8 10 10 11 13 13 14 14 14 14 14 14 14 14 14 14
-56.5222599--33.3852503 58 1 1 1 1 1 3 3 4 6 7 8 10 10 11 13 13 14 14 14 14 14 14 14 14 14 14
-56.5227571--33.3860574 57 1 1 1 1 2 3 3 4 4 6 7 9 10 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5212941--33.3856672 57 1 1 1 1 1 3 3 4 5 6 7 9 10 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5218053--33.3864917 61 1 1 1 1 1 3 3 3 4 6 7 8 10 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5203335--33.3861096 33 1 1 1 1 1 2 3 3 5 6 7 8 10 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5208278--33.3869321 63 1 1 1 1 1 3 3 3 4 5 6 7 9 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5226202--33.3798725 0 1 1 1 2 2 3 6 8 9 11 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14
-56.5206844--33.3786855 52 1 1 1 2 2 3 6 8 9 10 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5221032--33.3790729 89 1 1 2 2 2 3 6 9 9 11 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5207021--33.3807268 40 1 1 1 1 2 2 4 7 9 10 11 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-56.5206844--33.3786855 21 1 1 1 2 2 3 6 8 9 10 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.521169--33.3794861 32 1 1 1 2 2 3 5 8 9 11 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5197375--33.3811491 56 1 1 1 1 2 2 3 5 9 10 11 12 12 13 13 13 14 14 14 14 14 14 14 14 14 14
-56.5196907--33.3791271 24 1 1 1 2 2 4 5 6 9 11 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5201783--33.3799057 37 1 1 1 2 2 2 4 7 9 11 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14
-56.5187853--33.3815802 63 1 1 1 1 1 3 3 5 8 9 10 11 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5177872--33.3799794 52 1 1 1 1 3 3 4 5 7 10 11 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-56.5182641--33.3807507 84 1 1 1 1 2 3 3 4 8 10 11 12 12 13 13 13 14 14 14 14 14 14 14 14 14 14
-56.5177873--33.3820088 62 1 1 1 1 1 2 3 3 6 9 10 11 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5168133--33.3804182 131 1 1 1 1 1 3 3 4 6 9 11 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-56.5172839--33.3811849 52 1 1 1 1 1 3 3 4 6 9 10 11 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5287101--33.386869 36 1 1 1 1 1 3 3 5 5 5 8 9 10 11 12 13 14 14 14 14 14 14 14 14 14 14
-56.5291248--33.3876641 0 1 1 1 1 1 2 3 4 5 5 6 9 9 11 12 12 13 14 14 14 14 14 14 14 14 14
-56.5281243--33.3885525 0 1 1 1 1 2 2 3 4 5 5 5 8 10 11 11 12 13 14 14 14 14 14 14 14 14 14
-56.5277814--33.3878089 0 1 1 1 1 2 3 3 4 5 5 6 9 11 11 12 13 14 14 14 14 14 14 14 14 14 14
-56.5278181--33.3871005 6 1 1 1 1 2 3 3 5 5 5 8 9 10 11 12 13 14 14 14 14 14 14 14 14 14 14
-56.5213251--33.3877466 46 1 1 1 1 1 2 3 3 3 4 6 7 9 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.5223351--33.3893826 28 1 1 1 1 2 2 2 3 3 4 5 7 8 10 11 11 12 13 13 14 14 14 14 14 14 14
-56.5218263--33.3885666 63 1 1 1 1 2 2 3 3 3 4 6 6 8 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.5222923--33.3873087 63 1 1 1 1 2 3 3 3 4 6 6 7 11 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5233019--33.3889492 77 1 1 1 2 2 2 3 3 3 4 6 7 8 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.5228018--33.3881265 77 1 1 1 1 2 2 3 3 3 4 6 7 9 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.5232542--33.3868872 49 1 1 1 1 2 3 3 3 4 6 7 7 10 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5242493--33.3885133 68 1 1 1 2 2 2 3 3 4 5 6 7 10 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.5237592--33.3877068 0 1 1 1 1 2 3 3 3 4 5 6 7 10 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5262034--33.3855558 75 1 1 1 1 2 3 4 5 5 6 8 10 10 11 13 13 14 14 14 14 14 14 14 14 14 14
-56.5242381--33.386449 69 1 1 1 1 2 3 3 4 5 5 7 9 10 12 12 13 13 14 14 14 14 14 14 14 14 14
-56.5276258--33.3877484 55 1 1 1 1 2 3 3 4 5 5 6 9 11 11 12 13 14 14 14 14 14 14 14 14 14 14
-56.5252393--33.3880703 39 1 1 1 1 2 3 3 3 5 5 5 9 11 11 12 12 13 14 14 14 14 14 14 14 14 14
-56.5267235--33.3863717 50 1 1 1 1 2 3 3 4 5 6 6 10 10 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5257108--33.3868311 65 1 1 1 1 2 3 3 4 5 5 6 9 10 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5247423--33.3872605 62 1 1 1 1 2 3 3 3 4 5 7 7 10 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5247423--33.3872605 80 1 1 1 1 2 3 3 3 4 5 7 7 10 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5247648--33.3913868 36 1 1 1 2 2 2 2 2 3 3 6 6 7 10 11 11 11 12 13 14 14 14 14 14 14 14
-56.5247419--33.3893234 54 1 1 1 2 2 2 3 3 3 5 5 7 10 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.52669--33.3884528 29 1 1 1 1 2 3 3 3 5 5 5 8 11 11 11 12 13 14 14 14 14 14 14 14 14 14
-56.5257445--33.3888883 47 1 1 1 2 2 2 3 3 4 5 5 7 11 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.5281243--33.3885525 0 1 1 1 1 2 2 3 4 5 5 5 8 10 11 11 12 13 14 14 14 14 14 14 14 14 14
-56.5273556--33.3895898 21 1 1 1 2 2 2 2 3 3 5 5 5 9 10 11 11 12 13 14 14 14 14 14 14 14 14
-56.5228091--33.3901956 48 1 1 1 2 2 2 2 3 3 3 5 7 7 10 11 11 12 13 13 14 14 14 14 14 14 14
-56.5238198--33.3918339 146 1 1 1 1 2 2 2 2 3 3 5 6 7 8 11 11 11 12 13 13 14 14 14 14 14 14
-56.5237945--33.389758 68 1 1 1 2 2 2 2 3 3 4 5 7 8 11 11 11 12 13 13 14 14 14 14 14 14 14
-56.5245--33.3909488 88 1 1 1 2 2 2 2 3 3 3 6 7 7 10 11 11 12 12 13 14 14 14 14 14 14 14
-56.5247648--33.3913868 0 1 1 1 2 2 2 2 2 3 3 6 6 7 10 11 11 11 12 13 14 14 14 14 14 14 14
-56.5182403--33.3787353 81 1 1 1 1 3 4 5 6 7 11 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5191933--33.3783062 47 1 1 1 1 2 4 6 7 9 11 12 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5201637--33.3778698 41 1 1 1 2 3 5 6 7 10 11 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-56.5177381--33.3779287 60 1 1 1 1 2 4 6 7 8 10 12 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5187009--33.3774994 76 1 1 1 1 4 5 6 7 8 11 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-56.5196496--33.3770548 66 1 1 1 1 3 6 7 7 9 11 11 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-56.5172441--33.3770916 62 1 1 1 1 3 5 6 7 8 9 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-56.5181943--33.3766726 61 1 1 1 1 4 6 7 8 9 10 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-56.5191516--33.3762524 54 1 1 1 2 5 6 7 8 9 11 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-56.5167449--33.3762962 87 1 1 1 1 2 6 6 8 9 9 11 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-56.5176885--33.3758673 64 1 1 1 2 4 6 7 8 9 9 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-56.5186475--33.3754378 58 1 1 1 1 6 6 7 8 9 10 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-56.5151355--33.3753352 13 1 1 1 1 1 4 5 7 9 9 10 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-56.5158155--33.3748097 0 1 1 1 1 2 5 7 9 9 10 10 11 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-56.5162424--33.3754931 78 1 1 1 1 2 5 6 8 9 9 10 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-56.5186475--33.3754378 0 1 1 1 1 6 6 7 8 9 10 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-56.5203055--33.3726143 0 1 1 3 4 5 8 9 9 10 11 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-56.5208331--33.3734065 0 1 1 2 4 5 8 9 9 10 11 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-56.5172937--33.3791713 56 1 1 1 1 2 3 4 6 7 10 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14
-56.5170479--33.3792882 34 1 1 1 1 2 3 4 5 7 10 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14
-56.5153381--33.3800534 62 1 1 1 1 1 2 3 4 6 7 10 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-56.5177381--33.3779287 63 1 1 1 1 2 4 6 7 8 10 12 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5158244--33.3788033 45 1 1 1 1 1 2 4 6 7 8 11 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5148572--33.3792485 183 1 1 1 1 1 2 4 5 6 7 9 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-56.5152891--33.3779571 98 1 1 1 1 1 3 5 6 7 8 10 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5143315--33.3783922 68 1 1 1 1 1 1 3 6 7 8 9 11 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5162731--33.3775344 47 1 1 1 1 1 3 6 7 8 9 11 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5158781--33.3766862 69 1 1 1 1 2 4 6 7 8 9 10 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-56.5154544--33.3758616 55 1 1 1 1 1 3 6 8 9 9 10 12 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-56.5147924--33.3771732 39 1 1 1 1 1 2 5 6 8 9 9 12 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-56.5138331--33.3776091 33 1 1 1 1 1 2 4 6 7 8 9 10 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5168133--33.3804182 62 1 1 1 1 1 3 3 4 6 9 11 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-56.5163095--33.3816159 73 1 1 1 1 1 2 3 3 4 8 10 11 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5168204--33.3824429 93 1 1 1 1 1 1 3 3 5 8 9 10 11 12 12 14 14 14 14 14 14 14 14 14 14 14
-56.5158286--33.3808551 35 1 1 1 1 1 3 3 4 5 7 10 11 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5163095--33.3816159 66 1 1 1 1 1 2 3 3 4 8 10 11 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-56.5158347--33.3828826 55 1 1 1 1 1 1 2 3 3 6 9 10 11 12 12 14 14 14 14 14 14 14 14 14 14 14
-56.5153083--33.3820492 0 1 1 1 1 1 1 3 3 4 6 9 10 11 12 12 13 14 14 14 14 14 14 14 14 14 14
-56.514426--33.3824368 27 1 1 1 1 1 1 2 3 3 4 8 10 11 12 12 13 14 14 14 14 14 14 14 14 14 14
-56.5149295--33.3832863 62 1 1 1 1 1 1 1 3 3 5 8 9 10 11 12 13 14 14 14 14 14 14 14 14 14 14
-56.5130633--33.3821215 2 1 1 1 1 1 1 1 3 3 4 6 9 11 12 12 13 13 14 14 14 14 14 14 14 14 14
-56.5115458--33.3827869 59 1 1 1 1 1 1 1 2 3 3 4 8 10 11 12 12 14 14 14 14 14 14 14 14 14 14
-56.5134943--33.3828404 74 1 1 1 1 1 1 1 3 3 4 6 9 11 11 12 12 14 14 14 14 14 14 14 14 14 14
-56.5120196--33.3834884 9 1 1 1 1 1 1 1 2 3 3 4 7 10 11 12 13 14 14 14 14 14 14 14 14 14 14
-56.5139724--33.3836969 80 1 1 1 1 1 1 1 2 3 3 6 9 10 11 12 12 14 14 14 14 14 14 14 14 14 14
-56.5125833--33.3843376 43 1 1 1 1 1 1 1 1 3 3 6 7 9 10 11 13 13 14 14 14 14 14 14 14 14 14
-56.5131633--33.3852573 80 1 1 1 1 1 1 1 1 2 4 5 7 8 10 12 13 13 14 14 14 14 14 14 14 14 14
-56.516463--33.3878292 0 1 1 1 1 1 1 1 2 3 3 5 6 7 9 11 11 12 13 13 14 14 14 14 14 14 14
-56.5150079--33.3854539 163 1 1 1 1 1 1 1 1 2 5 5 7 9 10 11 13 13 14 14 14 14 14 14 14 14 14
-56.5145286--33.3846617 58 1 1 1 1 1 1 1 1 3 4 7 8 9 10 11 13 13 14 14 14 14 14 14 14 14 14
-56.5159714--33.3850005 48 1 1 1 1 1 1 1 1 4 5 7 8 9 10 12 13 13 14 14 14 14 14 14 14 14 14
-56.5154843--33.3842177 29 1 1 1 1 1 1 1 2 3 5 7 9 10 11 12 13 14 14 14 14 14 14 14 14 14 14
-56.5169354--33.386579 84 1 1 1 1 1 1 1 2 3 5 5 7 8 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.5164618--33.3857991 54 1 1 1 1 1 1 1 1 4 5 6 7 9 10 12 13 13 14 14 14 14 14 14 14 14 14
-56.5178667--33.3841439 22 1 1 1 1 1 1 1 4 5 7 8 9 10 11 13 13 14 14 14 14 14 14 14 14 14 14
-56.5168959--33.3845791 94 1 1 1 1 1 1 1 2 5 5 7 9 10 11 13 13 14 14 14 14 14 14 14 14 14 14
-56.517372--33.3833429 76 1 1 1 1 1 1 2 3 5 7 9 10 11 12 12 14 14 14 14 14 14 14 14 14 14 14
-56.5164069--33.3837863 46 1 1 1 1 1 1 1 3 4 7 8 9 10 11 13 13 14 14 14 14 14 14 14 14 14 14
-56.5188304--33.3857204 116 1 1 1 1 1 1 2 3 5 5 7 8 10 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5178758--33.3861493 52 1 1 1 1 1 1 1 3 4 5 6 7 9 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5183451--33.3849322 91 1 1 1 1 1 1 1 4 5 6 7 9 10 11 13 13 14 14 14 14 14 14 14 14 14 14
-56.5173888--33.3853662 52 1 1 1 1 1 1 1 2 5 5 7 8 9 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5159095--33.3890747 0 1 1 1 1 1 1 1 2 3 3 3 5 7 8 9 11 11 12 13 13 14 14 14 14 14 14
-56.5169681--33.3886485 43 1 1 1 1 1 1 1 3 3 3 4 5 7 8 10 11 12 13 13 14 14 14 14 14 14 14
-56.516463--33.3878292 48 1 1 1 1 1 1 1 2 3 3 5 6 7 9 11 11 12 13 13 14 14 14 14 14 14 14
-56.5174355--33.3874 63 1 1 1 1 1 1 1 3 3 4 5 6 7 10 11 12 13 13 14 14 14 14 14 14 14 14
-56.520351--33.388179 69 1 1 1 1 1 2 3 3 3 4 6 6 8 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.5193765--33.3886186 76 1 1 1 1 1 1 2 3 3 3 5 7 8 9 11 11 12 13 13 14 14 14 14 14 14 14
-56.519853--33.3873591 46 1 1 1 1 1 1 3 3 3 5 6 7 9 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.5188694--33.3878012 107 1 1 1 1 1 1 3 3 3 4 5 6 8 10 11 12 13 13 14 14 14 14 14 14 14 14
-56.5193553--33.3865437 72 1 1 1 1 1 1 3 3 4 5 6 7 9 11 12 13 13 14 14 14 14 14 14 14 14 14
-56.5183774--33.386977 74 1 1 1 1 1 1 2 3 3 5 6 7 9 11 11 12 13 13 14 14 14 14 14 14 14 14
-56.5180319--33.389201 22 1 1 1 1 1 1 2 3 3 3 4 6 7 8 10 11 12 13 13 14 14 14 14 14 14 14
-56.5208528--33.3890122 59 1 1 1 1 1 2 2 3 3 3 5 7 8 9 11 11 12 13 13 14 14 14 14 14 14 14
-56.5218426--33.3906363 58 1 1 1 1 2 2 2 2 3 3 5 7 7 8 11 11 11 12 13 13 14 14 14 14 14 14
-56.5213584--33.389819 43 1 1 1 1 2 2 2 3 3 3 4 7 7 8 11 11 12 13 13 14 14 14 14 14 14 14
-56.5198697--33.3894472 45 1 1 1 1 1 2 2 3 3 3 4 7 7 8 11 11 12 13 13 14 14 14 14 14 14 14
-56.5208747--33.3910766 65 1 1 1 1 2 2 2 2 3 3 4 6 7 7 10 11 11 12 13 13 14 14 14 14 14 14
-56.5203863--33.3902581 68 1 1 1 1 1 2 2 2 3 3 5 7 7 8 10 11 11 12 13 13 14 14 14 14 14 14
-56.5198697--33.3894472 45 1 1 1 1 1 2 2 3 3 3 4 7 7 8 11 11 12 13 13 14 14 14 14 14 14 14
-56.5199255--33.3914882 66 1 1 1 1 1 2 2 2 2 3 4 5 7 7 8 11 11 11 12 13 13 14 14 14 14 14
-56.520152--33.3924146 58 1 1 1 1 1 2 2 2 2 3 4 4 6 7 7 10 11 11 12 13 13 14 14 14 14 14
-56.519423--33.3906835 49 1 1 1 1 1 2 2 2 3 3 3 5 7 7 8 11 11 12 13 13 14 14 14 14 14 14
-56.5184567--33.3911107 29 1 1 1 1 1 1 2 2 2 3 3 5 7 7 8 10 11 11 12 13 13 14 14 14 14 14
-56.5189288--33.3898668 47 1 1 1 1 1 1 2 2 3 3 3 6 7 8 9 11 11 12 13 13 14 14 14 14 14 14
-56.5179548--33.3903011 81 1 1 1 1 1 1 2 2 3 3 3 5 7 7 8 11 11 12 13 13 14 14 14 14 14 14
-56.5252697--33.3921996 0 1 1 1 2 2 2 2 2 3 3 6 6 7 10 11 11 11 12 13 14 14 14 14 14 14 14
-56.5252913--33.3942788 68 1 1 1 1 2 2 2 2 2 4 4 5 6 7 8 11 11 11 12 13 14 14 14 14 14 14
-56.5246774--33.3953301 67 1 1 1 1 2 2 2 2 3 4 4 4 6 6 7 10 11 11 11 12 13 14 14 14 14 14
-56.5240553--33.3942873 11 1 1 1 1 2 2 2 2 3 4 4 5 6 7 8 11 11 11 12 12 13 14 14 14 14 14
-56.5213748--33.3918751 52 1 1 1 1 2 2 2 2 2 4 4 6 7 7 10 11 11 11 12 13 14 14 14 14 14 14
-56.5223408--33.3914566 58 1 1 1 1 2 2 2 2 3 3 5 6 7 8 11 11 11 12 13 13 14 14 14 14 14 14
-56.5218691--33.3926954 65 1 1 1 1 1 2 2 2 2 4 4 5 6 7 7 11 11 11 12 13 13 14 14 14 14 14
-56.5237402--33.3928595 61 1 1 1 1 2 2 2 2 2 4 4 5 6 7 8 11 11 11 12 13 13 14 14 14 14 14
-56.5234764--33.3934071 6 1 1 1 1 2 2 2 2 2 4 4 5 6 7 8 11 11 11 12 13 13 14 14 14 14 14
-56.5237402--33.3928595 2 1 1 1 1 2 2 2 2 2 4 4 5 6 7 8 11 11 11 12 13 13 14 14 14 14 14
-56.508569--33.3870745 7 1 1 1 1 1 1 1 1 1 1 1 3 5 7 7 10 11 12 13 13 14 14 14 14 14 14
-56.5131633--33.3852573 50 1 1 1 1 1 1 1 1 2 4 5 7 8 10 12 13 13 14 14 14 14 14 14 14 14 14
-56.512735--33.3864707 69 1 1 1 1 1 1 1 1 1 3 5 5 7 8 11 12 13 13 14 14 14 14 14 14 14 14
-56.5121846--33.3856293 62 1 1 1 1 1 1 1 1 1 2 5 6 7 9 10 12 13 13 14 14 14 14 14 14 14 14
-56.5117851--33.3869085 54 1 1 1 1 1 1 1 1 1 1 4 5 6 7 9 11 12 13 13 14 14 14 14 14 14 14
-56.5132771--33.3873249 60 1 1 1 1 1 1 1 1 1 3 5 5 6 7 10 11 12 13 13 14 14 14 14 14 14 14
-56.514403--33.3887525 60 1 1 1 1 1 1 1 1 3 3 3 5 6 8 8 11 11 12 13 13 14 14 14 14 14 14
-56.5152219--33.3883645 80 1 1 1 1 1 1 1 2 3 3 4 5 7 8 9 11 12 13 13 14 14 14 14 14 14 14
-56.5134351--33.3891843 127 1 1 1 1 1 1 1 1 2 3 3 4 5 7 8 10 11 12 13 13 14 14 14 14 14 14
-56.5125833--33.3843376 8 1 1 1 1 1 1 1 1 3 3 6 7 9 10 11 13 13 14 14 14 14 14 14 14 14 14
-56.5110519--33.3839404 131 1 1 1 1 1 1 1 1 2 3 3 6 9 10 11 12 13 14 14 14 14 14 14 14 14 14
-56.5115677--33.384729 0 1 1 1 1 1 1 1 1 2 3 3 6 8 10 11 13 13 14 14 14 14 14 14 14 14 14
-56.5101407--33.3843774 59 1 1 1 1 1 1 1 1 1 3 3 5 7 10 11 12 13 13 14 14 14 14 14 14 14 14
-56.5105246--33.383111 48 1 1 1 1 1 1 1 1 3 3 4 5 9 11 12 12 14 14 14 14 14 14 14 14 14 14
-56.5104981--33.3896153 47 1 1 1 1 1 1 1 1 1 1 1 3 5 6 8 9 10 11 12 13 13 14 14 14 14 14
-56.5076114--33.388173 60 1 1 1 1 1 1 1 1 1 1 1 1 3 5 8 8 10 11 12 13 13 14 14 14 14 14
-56.5129774--33.3893829 31 1 1 1 1 1 1 1 1 1 3 3 4 5 6 8 9 11 12 12 13 13 14 14 14 14 14
-56.5117851--33.3869085 43 1 1 1 1 1 1 1 1 1 1 4 5 6 7 9 11 12 13 13 14 14 14 14 14 14 14
-56.5104981--33.3896153 0 1 1 1 1 1 1 1 1 1 1 1 3 5 6 8 9 10 11 12 13 13 14 14 14 14 14
-56.511282--33.3900575 0 1 1 1 1 1 1 1 1 1 1 1 3 4 5 7 8 10 11 12 13 13 14 14 14 14 14
-56.508569--33.3870745 0 1 1 1 1 1 1 1 1 1 1 1 3 5 7 7 10 11 12 13 13 14 14 14 14 14 14
-56.5114523--33.3884249 13 1 1 1 1 1 1 1 1 1 1 3 4 5 6 8 10 11 12 13 13 14 14 14 14 14 14
-56.5039402--33.3831747 79 1 1 1 1 1 1 1 1 1 1 1 1 3 3 4 6 9 11 13 13 14 14 14 14 14 14
-56.511572--33.3815935 54 1 1 1 1 1 1 1 1 3 3 4 6 9 11 12 12 13 14 14 14 14 14 14 14 14 14
-56.5102978--33.3830119 94 1 1 1 1 1 1 1 1 1 3 3 4 5 8 11 11 12 12 14 14 14 14 14 14 14 14
-56.5109347--33.3818471 37 1 1 1 1 1 1 1 1 3 3 4 5 9 11 11 12 12 14 14 14 14 14 14 14 14 14
-56.510307--33.3809009 56 1 1 1 1 1 1 1 1 2 3 3 4 7 9 11 12 12 14 14 14 14 14 14 14 14 14
-56.5138331--33.3776091 0 1 1 1 1 1 2 4 6 7 8 9 10 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5138331--33.3776091 0 1 1 1 1 1 2 4 6 7 8 9 10 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-56.5131868--33.3744862 0 1 1 1 1 1 1 3 6 8 9 9 10 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-56.5131868--33.3744862 0 1 1 1 1 1 1 3 6 8 9 9 10 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-56.516652--33.3741606 0 1 1 1 1 4 5 7 9 9 10 10 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-56.5190908--33.3707708 0 1 1 4 5 5 7 9 10 10 10 11 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-56.5161831--33.3664153 0 1 1 3 3 4 6 6 7 8 10 10 10 10 11 12 12 12 13 13 13 13 13 13 13 13 13
-56.5185127--33.363602 0 1 1 2 2 3 6 7 7 7 9 9 10 10 11 11 11 12 12 12 13 13 13 13 13 13 13
-56.5198122--33.3634012 0 1 1 1 2 4 6 7 7 8 9 9 10 10 11 11 11 12 12 12 13 13 13 13 13 13 13
-56.5175179--33.3644642 0 1 2 2 3 3 3 7 7 7 8 9 10 10 10 11 11 12 12 12 13 13 13 13 13 13 13
-56.5178356--33.3662628 0 1 1 3 3 4 6 6 7 8 10 10 10 10 11 12 12 12 13 13 13 13 13 13 13 13 13
-56.5195044--33.3645792 0 1 1 1 3 5 7 7 7 9 9 10 10 11 11 11 12 12 12 13 13 13 13 13 13 13 13
-56.515443--33.3652232 0 1 1 2 2 3 3 4 7 7 7 8 10 10 10 10 11 12 12 12 13 13 13 13 13 13 13
-56.5171826--33.3653992 0 1 2 2 3 3 6 7 7 7 9 10 10 10 11 11 12 12 12 13 13 13 13 13 13 13 13
-56.518453--33.3674416 0 1 2 2 3 6 6 6 8 10 10 10 10 11 11 12 12 13 13 13 13 13 13 13 13 13 14
-56.522481--33.3645192 0 1 1 1 1 3 6 7 8 9 9 9 11 11 11 11 12 12 12 13 13 13 13 13 13 13 13
-56.526338--33.3594272 0 1 1 1 1 1 1 1 1 6 7 8 8 9 10 11 11 11 11 12 12 12 12 13 13 13 13
