NodesOrigin NodeDestination TravelTime
-55.5233704--30.9054051 -55.5480177--30.9348957 4635.177230036401
-55.5233704--30.9054051 -55.5432647--30.9046453 2562.7094944011933
-55.5233704--30.9054051 -55.5387842--30.8983692 1909.773835164239
-55.5233704--30.9054051 -55.535206--30.8968925 1713.5964822136373
-55.5233704--30.9054051 -55.5408345--30.8994459 2125.0710485222817
-55.5233704--30.9054051 -55.5479583--30.8988977 2983.017995891762
-55.534629--30.9135579 -55.5408045--30.8940981 2841.2300953167746
-55.534629--30.9135579 -55.5429827--30.8975041 2620.738352566136
-55.534629--30.9135579 -55.5446627--30.9072855 1279.2772478237905
-55.534629--30.9135579 -55.555358--30.8917376 3877.555200069477
-55.534629--30.9135579 -55.5367526--30.9026954 1648.087646338087
-55.534629--30.9135579 -55.5458412--30.908663 1473.774047380911
-55.534629--30.9135579 -55.5480177--30.9348957 2903.478253791316
-55.534629--30.9135579 -55.5432647--30.9046453 1593.9907239625766
-55.534629--30.9135579 -55.5387842--30.8983692 2284.35480312184
-55.534629--30.9135579 -55.535206--30.8968925 2218.740321886395
-55.534629--30.9135579 -55.5408345--30.8994459 2253.486474528516
-55.534629--30.9135579 -55.5479583--30.8988977 2560.0259828443704
-55.5320102--30.9140621 -55.5408045--30.8940981 2940.371884214249
-55.5320102--30.9140621 -55.5429827--30.8975041 2719.8801414636105
-55.5320102--30.9140621 -55.5446627--30.9072855 1486.8038811072768
-55.5320102--30.9140621 -55.555358--30.8917376 3976.6969889669517
-55.5320102--30.9140621 -55.5367526--30.9026954 1747.2294352355616
-55.5320102--30.9140621 -55.5458412--30.908663 1681.3006806643973
-55.5320102--30.9140621 -55.5480177--30.9348957 3164.3127099435696
-55.5320102--30.9140621 -55.5432647--30.9046453 1715.0340585718202
-55.5320102--30.9140621 -55.5387842--30.8983692 2383.4965920193144
-55.5320102--30.9140621 -55.535206--30.8968925 2317.8821107838694
-55.5320102--30.9140621 -55.5408345--30.8994459 2352.6282634259906
-55.5320102--30.9140621 -55.5479583--30.8988977 2659.167771741845
-55.5184902--30.9052289 -55.5408045--30.8940981 2751.8621480682987
-55.5184902--30.9052289 -55.5429827--30.8975041 2938.4531237023684
-55.5184902--30.9052289 -55.5446627--30.9072855 3519.231751209948
-55.5184902--30.9052289 -55.555358--30.8917376 4347.990600252502
-55.5184902--30.9052289 -55.5367526--30.9026954 2323.2017951057
-55.5184902--30.9052289 -55.5458412--30.908663 3713.7285507670686
-55.5184902--30.9052289 -55.5480177--30.9348957 5399.359159138363
-55.5184902--30.9052289 -55.5432647--30.9046453 3241.0004575144885
-55.5184902--30.9052289 -55.5387842--30.8983692 2522.0899504943054
-55.5184902--30.9052289 -55.535206--30.8968925 2119.5176331205034
-55.5184902--30.9052289 -55.5408345--30.8994459 2743.796629244408
-55.5184902--30.9052289 -55.5479583--30.8988977 3625.2130592947815
-55.5411176--30.9353224 -55.5408045--30.8940981 5648.1133596109585
-55.5411176--30.9353224 -55.5429827--30.8975041 5215.7095170646235
-55.5411176--30.9353224 -55.5446627--30.9072855 3915.464367015764
-55.5411176--30.9353224 -55.555358--30.8917376 6444.369325936763
-55.5411176--30.9353224 -55.5367526--30.9026954 4428.868568625576
-55.5411176--30.9353224 -55.5458412--30.908663 3720.9675674586433
-55.5411176--30.9353224 -55.5480177--30.9348957 882.995438073297
-55.5411176--30.9353224 -55.5432647--30.9046453 4218.715811884853
-55.5411176--30.9353224 -55.5387842--30.8983692 5035.809412155717
-55.5411176--30.9353224 -55.535206--30.8968925 5025.623586180578
-55.5411176--30.9353224 -55.5408345--30.8994459 4863.01135478225
-55.5411176--30.9353224 -55.5479583--30.8988977 5129.436901335501
-55.5405701--30.9330664 -55.5408045--30.8940981 5321.810400449986
-55.5405701--30.9330664 -55.5429827--30.8975041 4889.40655790365
-55.5405701--30.9330664 -55.5446627--30.9072855 3589.1614078547896
-55.5405701--30.9330664 -55.555358--30.8917376 6118.066366775789
-55.5405701--30.9330664 -55.5367526--30.9026954 4102.5656094646
-55.5405701--30.9330664 -55.5458412--30.908663 3394.664608297669
-55.5405701--30.9330664 -55.5480177--30.9348957 1016.3600073477546
-55.5405701--30.9330664 -55.5432647--30.9046453 3892.4128527238786
-55.5405701--30.9330664 -55.5387842--30.8983692 4709.506452994743
-55.5405701--30.9330664 -55.535206--30.8968925 4699.320627019606
-55.5405701--30.9330664 -55.5408345--30.8994459 4536.708395621276
-55.5405701--30.9330664 -55.5479583--30.8988977 4803.133942174527
-55.5539527--30.9270982 -55.5408045--30.8940981 4552.608808267157
-55.5539527--30.9270982 -55.5429827--30.8975041 4116.064437549029
-55.5539527--30.9270982 -55.5446627--30.9072855 2815.8192875001687
-55.5539527--30.9270982 -55.555358--30.8917376 5344.724246421168
-55.5539527--30.9270982 -55.5367526--30.9026954 3957.3272836681017
-55.5539527--30.9270982 -55.5458412--30.908663 2621.322487943048
-55.5539527--30.9270982 -55.5480177--30.9348957 2068.849084907827
-55.5539527--30.9270982 -55.5432647--30.9046453 3119.0707323692577
-55.5539527--30.9270982 -55.5387842--30.8983692 3936.1643326401213
-55.5539527--30.9270982 -55.535206--30.8968925 4374.544049231651
-55.5539527--30.9270982 -55.5408345--30.8994459 3763.366275266655
-55.5539527--30.9270982 -55.5479583--30.8988977 4029.791821819906
-55.5542486--30.9173637 -55.5408045--30.8940981 3425.158199549615
-55.5542486--30.9173637 -55.5429827--30.8975041 2988.6138288314883
-55.5542486--30.9173637 -55.5446627--30.9072855 1752.2129644253216
-55.5542486--30.9173637 -55.555358--30.8917376 4217.273637703627
-55.5542486--30.9173637 -55.5367526--30.9026954 2893.7209605932544
-55.5542486--30.9173637 -55.5458412--30.908663 1557.716164868201
-55.5542486--30.9173637 -55.5480177--30.9348957 2812.2149028908716
-55.5542486--30.9173637 -55.5432647--30.9046453 2055.464409294411
-55.5542486--30.9173637 -55.5387842--30.8983692 2872.5580095652745
-55.5542486--30.9173637 -55.535206--30.8968925 3310.9377261568034
-55.5542486--30.9173637 -55.5408345--30.8994459 2635.9156665491128
-55.5542486--30.9173637 -55.5479583--30.8988977 2902.341213102365
-55.5578325--30.9302188 -55.5408045--30.8940981 5132.689120486495
-55.5578325--30.9302188 -55.5429827--30.8975041 4696.144749768366
-55.5578325--30.9302188 -55.5446627--30.9072855 3395.8995997195057
-55.5578325--30.9302188 -55.555358--30.8917376 5924.804558640505
-55.5578325--30.9302188 -55.5367526--30.9026954 4537.407595887438
-55.5578325--30.9302188 -55.5458412--30.908663 3201.402800162385
-55.5578325--30.9302188 -55.5480177--30.9348957 1776.357272750612
-55.5578325--30.9302188 -55.5432647--30.9046453 3699.1510445885947
-55.5578325--30.9302188 -55.5387842--30.8983692 4516.244644859458
-55.5578325--30.9302188 -55.535206--30.8968925 4954.624361450988
-55.5578325--30.9302188 -55.5408345--30.8994459 4343.4465874859925
-55.5578325--30.9302188 -55.5479583--30.8988977 4609.872134039243
-55.5554469--30.9193801 -55.5408045--30.8940981 3689.706577676571
-55.5554469--30.9193801 -55.5429827--30.8975041 3253.162206958444
-55.5554469--30.9193801 -55.5446627--30.9072855 2016.7613425522775
-55.5554469--30.9193801 -55.555358--30.8917376 4481.822015830583
-55.5554469--30.9193801 -55.5367526--30.9026954 3158.2693387202103
-55.5554469--30.9193801 -55.5458412--30.908663 1822.264542995157
-55.5554469--30.9193801 -55.5480177--30.9348957 2547.6665247639153
-55.5554469--30.9193801 -55.5432647--30.9046453 2320.0127874213667
-55.5554469--30.9193801 -55.5387842--30.8983692 3137.1063876922303
-55.5554469--30.9193801 -55.535206--30.8968925 3575.4861042837592
-55.5554469--30.9193801 -55.5408345--30.8994459 2900.4640446760695
-55.5554469--30.9193801 -55.5479583--30.8988977 3166.889591229321
-55.5439874--30.92611 -55.5408045--30.8940981 4168.639251852175
-55.5439874--30.92611 -55.5429827--30.8975041 3732.0948811340472
-55.5439874--30.92611 -55.5446627--30.9072855 2431.8497310851867
-55.5439874--30.92611 -55.555358--30.8917376 4960.754690006185
-55.5439874--30.92611 -55.5367526--30.9026954 3169.7542966820915
-55.5439874--30.92611 -55.5458412--30.908663 2237.352931528066
-55.5439874--30.92611 -55.5480177--30.9348957 1165.1197271478181
-55.5439874--30.92611 -55.5432647--30.9046453 2735.1011759542757
-55.5439874--30.92611 -55.5387842--30.8983692 3552.19477622514
-55.5439874--30.92611 -55.535206--30.8968925 3766.5093142370974
-55.5439874--30.92611 -55.5408345--30.8994459 3379.3967188516726
-55.5439874--30.92611 -55.5479583--30.8988977 3645.822265404924
-55.5547731--30.9258306 -55.5408045--30.8940981 4608.8800816418825
-55.5547731--30.9258306 -55.5429827--30.8975041 4172.335710923754
-55.5547731--30.9258306 -55.5446627--30.9072855 2872.090560874894
-55.5547731--30.9258306 -55.555358--30.8917376 5400.995519795893
-55.5547731--30.9258306 -55.5367526--30.9026954 4013.598557042827
-55.5547731--30.9258306 -55.5458412--30.908663 2677.5937613177734
-55.5547731--30.9258306 -55.5480177--30.9348957 2511.129185138806
-55.5547731--30.9258306 -55.5432647--30.9046453 3175.342005743983
-55.5547731--30.9258306 -55.5387842--30.8983692 3992.435606014847
-55.5547731--30.9258306 -55.535206--30.8968925 4430.815322606376
-55.5547731--30.9258306 -55.5408345--30.8994459 3819.63754864138
-55.5547731--30.9258306 -55.5479583--30.8988977 4086.0630951946314
-55.5589094--30.9352739 -55.5408045--30.8940981 5496.656623038695
-55.5589094--30.9352739 -55.5429827--30.8975041 5060.112252320565
-55.5589094--30.9352739 -55.5446627--30.9072855 3759.8671022717053
-55.5589094--30.9352739 -55.555358--30.8917376 6288.772061192704
-55.5589094--30.9352739 -55.5367526--30.9026954 4901.375098439638
-55.5589094--30.9352739 -55.5458412--30.908663 3565.370302714585
-55.5589094--30.9352739 -55.5480177--30.9348957 1475.559990122504
-55.5589094--30.9352739 -55.5432647--30.9046453 4063.1185471407944
-55.5589094--30.9352739 -55.5387842--30.8983692 4880.212147411658
-55.5589094--30.9352739 -55.535206--30.8968925 5318.591864003187
-55.5589094--30.9352739 -55.5408345--30.8994459 4707.414090038193
-55.5589094--30.9352739 -55.5479583--30.8988977 4973.839636591442
-55.5660208--30.9098257 -55.5408045--30.8940981 3962.97490713614
-55.5660208--30.9098257 -55.5429827--30.8975041 3526.4305364180123
-55.5660208--30.9098257 -55.5446627--30.9072855 2386.8994341432235
-55.5660208--30.9098257 -55.555358--30.8917376 4755.09034529015
-55.5660208--30.9098257 -55.5367526--30.9026954 3567.7496103526396
-55.5660208--30.9098257 -55.5458412--30.908663 2210.573867944974
-55.5660208--30.9098257 -55.5480177--30.9348957 4623.590509790935
-55.5660208--30.9098257 -55.5432647--30.9046453 2666.1928533592413
-55.5660208--30.9098257 -55.5387842--30.8983692 3482.0911129541214
-55.5660208--30.9098257 -55.535206--30.8968925 3984.9663759161886
-55.5660208--30.9098257 -55.5408345--30.8994459 3173.7323741356377
-55.5660208--30.9098257 -55.5479583--30.8988977 3440.157920688889
-55.5773808--30.9247465 -55.5408045--30.8940981 5727.995661399875
-55.5773808--30.9247465 -55.5429827--30.8975041 5291.4512906817445
-55.5773808--30.9247465 -55.5446627--30.9072855 4151.920188406956
-55.5773808--30.9247465 -55.555358--30.8917376 6520.111099553884
-55.5773808--30.9247465 -55.5367526--30.9026954 5332.7703646163745
-55.5773808--30.9247465 -55.5458412--30.908663 3975.5946222087073
-55.5773808--30.9247465 -55.5480177--30.9348957 4844.274937501813
-55.5773808--30.9247465 -55.5432647--30.9046453 4431.213607622974
-55.5773808--30.9247465 -55.5387842--30.8983692 5247.1118672178545
-55.5773808--30.9247465 -55.535206--30.8968925 5749.987130179923
-55.5773808--30.9247465 -55.5408345--30.8994459 4938.753128399372
-55.5773808--30.9247465 -55.5479583--30.8988977 5205.178674952622
-55.5791166--30.924674 -55.5408045--30.8940981 5898.638758747988
-55.5791166--30.924674 -55.5429827--30.8975041 5462.094388029857
-55.5791166--30.924674 -55.5446627--30.9072855 4322.563285755069
-55.5791166--30.924674 -55.555358--30.8917376 6690.754196901997
-55.5791166--30.924674 -55.5367526--30.9026954 5503.413461964487
-55.5791166--30.924674 -55.5458412--30.908663 4146.237719556821
-55.5791166--30.924674 -55.5480177--30.9348957 5014.918034849925
-55.5791166--30.924674 -55.5432647--30.9046453 4601.856704971087
-55.5791166--30.924674 -55.5387842--30.8983692 5417.754964565967
-55.5791166--30.924674 -55.535206--30.8968925 5920.630227528036
-55.5791166--30.924674 -55.5408345--30.8994459 5109.396225747485
-55.5791166--30.924674 -55.5479583--30.8988977 5375.821772300735
-55.578419--30.9246106 -55.5408045--30.8940981 5828.363390701858
-55.578419--30.9246106 -55.5429827--30.8975041 5391.819019983728
-55.578419--30.9246106 -55.5446627--30.9072855 4252.28791770894
-55.578419--30.9246106 -55.555358--30.8917376 6620.4788288558675
-55.578419--30.9246106 -55.5367526--30.9026954 5433.138093918358
-55.578419--30.9246106 -55.5458412--30.908663 4075.962351510691
-55.578419--30.9246106 -55.5480177--30.9348957 4944.642666803797
-55.578419--30.9246106 -55.5432647--30.9046453 4531.581336924958
-55.578419--30.9246106 -55.5387842--30.8983692 5347.479596519838
-55.578419--30.9246106 -55.535206--30.8968925 5850.354859481907
-55.578419--30.9246106 -55.5408345--30.8994459 5039.120857701356
-55.578419--30.9246106 -55.5479583--30.8988977 5305.5464042546055
-55.5782049--30.9234593 -55.5408045--30.8940981 5749.085413226551
-55.5782049--30.9234593 -55.5429827--30.8975041 5312.541042508421
-55.5782049--30.9234593 -55.5446627--30.9072855 4173.009940233633
-55.5782049--30.9234593 -55.555358--30.8917376 6541.20085138056
-55.5782049--30.9234593 -55.5367526--30.9026954 5353.860116443051
-55.5782049--30.9234593 -55.5458412--30.908663 3996.684374035384
-55.5782049--30.9234593 -55.5480177--30.9348957 4865.364689328489
-55.5782049--30.9234593 -55.5432647--30.9046453 4452.303359449651
-55.5782049--30.9234593 -55.5387842--30.8983692 5268.201619044531
-55.5782049--30.9234593 -55.535206--30.8968925 5771.0768820066
-55.5782049--30.9234593 -55.5408345--30.8994459 4959.842880226049
-55.5782049--30.9234593 -55.5479583--30.8988977 5226.268426779298
-55.5650762--30.9161699 -55.5408045--30.8940981 4234.96330809716
-55.5650762--30.9161699 -55.5429827--30.8975041 3798.4189373790314
-55.5650762--30.9161699 -55.5446627--30.9072855 2658.8878351042426
-55.5650762--30.9161699 -55.555358--30.8917376 5027.07874625117
-55.5650762--30.9161699 -55.5367526--30.9026954 3839.7380113136587
-55.5650762--30.9161699 -55.5458412--30.908663 2482.5622689059933
-55.5650762--30.9161699 -55.5480177--30.9348957 4641.718404045806
-55.5650762--30.9161699 -55.5432647--30.9046453 2938.1812543202605
-55.5650762--30.9161699 -55.5387842--30.8983692 3754.07951391514
-55.5650762--30.9161699 -55.535206--30.8968925 4256.954776877208
-55.5650762--30.9161699 -55.5408345--30.8994459 3445.7207750966572
-55.5650762--30.9161699 -55.5479583--30.8988977 3712.1463216499083
-55.5757697--30.9247706 -55.5408045--30.8940981 5635.1273491464535
-55.5757697--30.9247706 -55.5429827--30.8975041 5198.582978428324
-55.5757697--30.9247706 -55.5446627--30.9072855 4059.0518761535363
-55.5757697--30.9247706 -55.555358--30.8917376 6427.2427873004635
-55.5757697--30.9247706 -55.5367526--30.9026954 5239.902052362953
-55.5757697--30.9247706 -55.5458412--30.908663 3882.726309955287
-55.5757697--30.9247706 -55.5480177--30.9348957 4590.929336780816
-55.5757697--30.9247706 -55.5432647--30.9046453 4338.345295369554
-55.5757697--30.9247706 -55.5387842--30.8983692 5154.243554964433
-55.5757697--30.9247706 -55.535206--30.8968925 5657.118817926502
-55.5757697--30.9247706 -55.5408345--30.8994459 4845.884816145951
-55.5757697--30.9247706 -55.5479583--30.8988977 5112.3103626992015
-55.568888--30.9131643 -55.5408045--30.8940981 4240.470871840628
-55.568888--30.9131643 -55.5429827--30.8975041 3803.9265011224998
-55.568888--30.9131643 -55.5446627--30.9072855 2664.395398847711
-55.568888--30.9131643 -55.555358--30.8917376 5032.586309994638
-55.568888--30.9131643 -55.5367526--30.9026954 3845.245575057127
-55.568888--30.9131643 -55.5458412--30.908663 2488.0698326494617
-55.568888--30.9131643 -55.5480177--30.9348957 4770.287443925568
-55.568888--30.9131643 -55.5432647--30.9046453 2943.688818063729
-55.568888--30.9131643 -55.5387842--30.8983692 3759.5870776586085
-55.568888--30.9131643 -55.535206--30.8968925 4262.4623406206765
-55.568888--30.9131643 -55.5408345--30.8994459 3451.2283388401256
-55.568888--30.9131643 -55.5479583--30.8988977 3717.6538853933766
-55.5524566--30.9041396 -55.5408045--30.8940981 1886.2054863010958
-55.5524566--30.9041396 -55.5429827--30.8975041 1469.272985663191
-55.5524566--30.9041396 -55.5446627--30.9072855 912.6417933970814
-55.5524566--30.9041396 -55.555358--30.8917376 1967.0658769259276
-55.5524566--30.9041396 -55.5367526--30.9026954 2106.444785002116
-55.5524566--30.9041396 -55.5458412--30.908663 919.1887630130466
-55.5524566--30.9041396 -55.5480177--30.9348957 4195.122165545135
-55.5524566--30.9041396 -55.5432647--30.9046453 1187.090471766547
-55.5524566--30.9041396 -55.5387842--30.8983692 1967.6071517133294
-55.5524566--30.9041396 -55.535206--30.8968925 2484.598861465335
-55.5524566--30.9041396 -55.5408345--30.8994459 1690.3153823337507
-55.5524566--30.9041396 -55.5479583--30.8988977 783.6579213407061
-55.5583425--30.9336005 -55.5408045--30.8940981 5332.4156558546465
-55.5583425--30.9336005 -55.5429827--30.8975041 4895.871285136517
-55.5583425--30.9336005 -55.5446627--30.9072855 3595.626135087657
-55.5583425--30.9336005 -55.555358--30.8917376 6124.5310940086565
-55.5583425--30.9336005 -55.5367526--30.9026954 4737.13413125559
-55.5583425--30.9336005 -55.5458412--30.908663 3401.1293355305365
-55.5583425--30.9336005 -55.5480177--30.9348957 1444.8918998359968
-55.5583425--30.9336005 -55.5432647--30.9046453 3898.877579956746
-55.5583425--30.9336005 -55.5387842--30.8983692 4715.971180227611
-55.5583425--30.9336005 -55.535206--30.8968925 5154.350896819138
-55.5583425--30.9336005 -55.5408345--30.8994459 4543.173122854144
-55.5583425--30.9336005 -55.5479583--30.8988977 4809.5986694073945
-55.5457436--30.9427628 -55.5408045--30.8940981 6340.45628845323
-55.5457436--30.9427628 -55.5429827--30.8975041 5903.911917735099
-55.5457436--30.9427628 -55.5446627--30.9072855 4603.666767686239
-55.5457436--30.9427628 -55.555358--30.8917376 7132.571726607239
-55.5457436--30.9427628 -55.5367526--30.9026954 5146.479321033907
-55.5457436--30.9427628 -55.5458412--30.908663 4409.169968129118
-55.5457436--30.9427628 -55.5480177--30.9348957 1037.4787469111955
-55.5457436--30.9427628 -55.5432647--30.9046453 4906.918212555329
-55.5457436--30.9427628 -55.5387842--30.8983692 5724.011812826193
-55.5457436--30.9427628 -55.535206--30.8968925 5743.234338588909
-55.5457436--30.9427628 -55.5408345--30.8994459 5551.213755452727
-55.5457436--30.9427628 -55.5479583--30.8988977 5817.639302005977
-55.5455011--30.9431014 -55.5408045--30.8940981 6384.5728481286715
-55.5455011--30.9431014 -55.5429827--30.8975041 5948.028477410541
-55.5455011--30.9431014 -55.5446627--30.9072855 4647.783327361681
-55.5455011--30.9431014 -55.555358--30.8917376 7176.688286282681
-55.5455011--30.9431014 -55.5367526--30.9026954 5190.595880709348
-55.5455011--30.9431014 -55.5458412--30.908663 4453.28652780456
-55.5455011--30.9431014 -55.5480177--30.9348957 1081.595306586637
-55.5455011--30.9431014 -55.5432647--30.9046453 4951.034772230771
-55.5455011--30.9431014 -55.5387842--30.8983692 5768.128372501635
-55.5455011--30.9431014 -55.535206--30.8968925 5787.350898264351
-55.5455011--30.9431014 -55.5408345--30.8994459 5595.330315128169
-55.5455011--30.9431014 -55.5479583--30.8988977 5861.7558616814185
-55.5581784--30.9346504 -55.5408045--30.8940981 5375.069711696175
-55.5581784--30.9346504 -55.5429827--30.8975041 4938.525340978045
-55.5581784--30.9346504 -55.5446627--30.9072855 3638.280190929185
-55.5581784--30.9346504 -55.555358--30.8917376 6167.185149850185
-55.5581784--30.9346504 -55.5367526--30.9026954 4779.788187097118
-55.5581784--30.9346504 -55.5458412--30.908663 3443.7833913720647
-55.5581784--30.9346504 -55.5480177--30.9348957 1362.4854794146024
-55.5581784--30.9346504 -55.5432647--30.9046453 3941.5316357982742
-55.5581784--30.9346504 -55.5387842--30.8983692 4758.625236069139
-55.5581784--30.9346504 -55.535206--30.8968925 5197.004952660666
-55.5581784--30.9346504 -55.5408345--30.8994459 4585.827178695672
-55.5581784--30.9346504 -55.5479583--30.8988977 4852.252725248923
-55.5572298--30.9337224 -55.5408045--30.8940981 5216.403311955976
-55.5572298--30.9337224 -55.5429827--30.8975041 4779.858941237847
-55.5572298--30.9337224 -55.5446627--30.9072855 3479.6137911889873
-55.5572298--30.9337224 -55.555358--30.8917376 6008.518750109987
-55.5572298--30.9337224 -55.5367526--30.9026954 4621.12178735692
-55.5572298--30.9337224 -55.5458412--30.908663 3285.1169916318668
-55.5572298--30.9337224 -55.5480177--30.9348957 1315.6313731075338
-55.5572298--30.9337224 -55.5432647--30.9046453 3782.8652360580763
-55.5572298--30.9337224 -55.5387842--30.8983692 4599.95883632894
-55.5572298--30.9337224 -55.535206--30.8968925 5038.338552920469
-55.5572298--30.9337224 -55.5408345--30.8994459 4427.160778955475
-55.5572298--30.9337224 -55.5479583--30.8988977 4693.586325508724
-55.5579651--30.9352454 -55.5408045--30.8940981 5374.351110271557
-55.5579651--30.9352454 -55.5429827--30.8975041 4937.806739553428
-55.5579651--30.9352454 -55.5446627--30.9072855 3637.561589504568
-55.5579651--30.9352454 -55.555358--30.8917376 6166.4665484255675
-55.5579651--30.9352454 -55.5367526--30.9026954 4779.069585672501
-55.5579651--30.9352454 -55.5458412--30.908663 3443.0647899474475
-55.5579651--30.9352454 -55.5480177--30.9348957 1361.7668779899855
-55.5579651--30.9352454 -55.5432647--30.9046453 3940.813034373657
-55.5579651--30.9352454 -55.5387842--30.8983692 4757.9066346445215
-55.5579651--30.9352454 -55.535206--30.8968925 5196.286351236049
-55.5579651--30.9352454 -55.5408345--30.8994459 4585.108577271055
-55.5579651--30.9352454 -55.5479583--30.8988977 4851.534123824305
-55.5544905--30.9133134 -55.5408045--30.8940981 2954.9625570547432
-55.5544905--30.9133134 -55.5429827--30.8975041 2518.418186336616
-55.5544905--30.9133134 -55.5446627--30.9072855 1378.8870840618267
-55.5544905--30.9133134 -55.555358--30.8917376 3747.0779952087555
-55.5544905--30.9133134 -55.5367526--30.9026954 2559.737260271242
-55.5544905--30.9133134 -55.5458412--30.908663 1202.5615178635776
-55.5544905--30.9133134 -55.5480177--30.9348957 3282.4105453857437
-55.5544905--30.9133134 -55.5432647--30.9046453 1658.1805032778443
-55.5544905--30.9133134 -55.5387842--30.8983692 2474.0787628727244
-55.5544905--30.9133134 -55.535206--30.8968925 2976.9540258347915
-55.5544905--30.9133134 -55.5408345--30.8994459 2165.720024054241
-55.5544905--30.9133134 -55.5479583--30.8988977 2432.1455706074926
-55.5699304--30.9149318 -55.5408045--30.8940981 4337.686329215424
-55.5699304--30.9149318 -55.5429827--30.8975041 3901.141958497296
-55.5699304--30.9149318 -55.5446627--30.9072855 2761.610856222507
-55.5699304--30.9149318 -55.555358--30.8917376 5129.801767369434
-55.5699304--30.9149318 -55.5367526--30.9026954 3942.4610324319233
-55.5699304--30.9149318 -55.5458412--30.908663 2585.285290024258
-55.5699304--30.9149318 -55.5480177--30.9348957 4515.221853336791
-55.5699304--30.9149318 -55.5432647--30.9046453 3040.904275438525
-55.5699304--30.9149318 -55.5387842--30.8983692 3856.802535033405
-55.5699304--30.9149318 -55.535206--30.8968925 4359.677797995472
-55.5699304--30.9149318 -55.5408345--30.8994459 3548.4437962149213
-55.5699304--30.9149318 -55.5479583--30.8988977 3814.869342768173
-55.5864642--30.908595 -55.5408045--30.8940981 6083.07237591773
-55.5864642--30.908595 -55.5429827--30.8975041 5672.115265803547
-55.5864642--30.908595 -55.5446627--30.9072855 6123.069047830392
-55.5864642--30.908595 -55.555358--30.8917376 4275.604740669315
-55.5864642--30.908595 -55.5367526--30.9026954 6318.163507409649
-55.5864642--30.908595 -55.5458412--30.908663 6288.545475292109
-55.5864642--30.908595 -55.5480177--30.9348957 7426.85699009448
-55.5864642--30.908595 -55.5432647--30.9046453 5781.0191937730915
-55.5864642--30.908595 -55.5387842--30.8983692 6170.449431853685
-55.5864642--30.908595 -55.535206--30.8968925 6687.441141605693
-55.5864642--30.908595 -55.5408345--30.8994459 5893.1576624741065
-55.5864642--30.908595 -55.5479583--30.8988977 4988.392778379415
-55.5601295--30.8937156 -55.5408045--30.8940981 2489.0641999743398
-55.5601295--30.8937156 -55.5429827--30.8975041 2078.1070898601565
-55.5601295--30.8937156 -55.5446627--30.9072855 2529.0608718870026
-55.5601295--30.8937156 -55.555358--30.8917376 681.5965647259258
-55.5601295--30.8937156 -55.5367526--30.9026954 2724.1553314662588
-55.5601295--30.8937156 -55.5458412--30.908663 2694.5372993487185
-55.5601295--30.8937156 -55.5480177--30.9348957 5999.961636215319
-55.5601295--30.8937156 -55.5432647--30.9046453 2187.0110178297014
-55.5601295--30.8937156 -55.5387842--30.8983692 2576.441255910295
-55.5601295--30.8937156 -55.535206--30.8968925 3093.432965662301
-55.5601295--30.8937156 -55.5408345--30.8994459 2299.1494865307163
-55.5601295--30.8937156 -55.5479583--30.8988977 1394.3846024360255
-55.5857719--30.9089776 -55.5408045--30.8940981 6161.679905286503
-55.5857719--30.9089776 -55.5429827--30.8975041 5750.72279517232
-55.5857719--30.9089776 -55.5446627--30.9072855 6201.676577199165
-55.5857719--30.9089776 -55.555358--30.8917376 4354.212270038088
-55.5857719--30.9089776 -55.5367526--30.9026954 6396.771036778422
-55.5857719--30.9089776 -55.5458412--30.908663 6367.153004660881
-55.5857719--30.9089776 -55.5480177--30.9348957 7505.464519463253
-55.5857719--30.9089776 -55.5432647--30.9046453 5859.626723141864
-55.5857719--30.9089776 -55.5387842--30.8983692 6249.056961222458
-55.5857719--30.9089776 -55.535206--30.8968925 6766.048670974465
-55.5857719--30.9089776 -55.5408345--30.8994459 5971.765191842879
-55.5857719--30.9089776 -55.5479583--30.8988977 5067.000307748188
-55.5579639--30.8776907 -55.5408045--30.8940981 2633.3619645435865
-55.5579639--30.8776907 -55.5429827--30.8975041 3222.087557424204
-55.5579639--30.8776907 -55.5446627--30.9072855 4477.519237873948
-55.5579639--30.8776907 -55.555358--30.8917376 2081.8273425182106
-55.5579639--30.8776907 -55.5367526--30.9026954 4005.9339232170746
-55.5579639--30.8776907 -55.5458412--30.908663 4642.995665335665
-55.5579639--30.8776907 -55.5480177--30.9348957 7948.420002202265
-55.5579639--30.8776907 -55.5432647--30.9046453 4130.754960440185
-55.5579639--30.8776907 -55.5387842--30.8983692 3334.054503181944
-55.5579639--30.8776907 -55.535206--30.8968925 3216.897962894618
-55.5579639--30.8776907 -55.5408345--30.8994459 3435.6925331863254
-55.5579639--30.8776907 -55.5479583--30.8988977 3143.83121527681
-55.5717476--30.9225589 -55.5408045--30.8940981 5320.923676614032
-55.5717476--30.9225589 -55.5429827--30.8975041 4884.379305895902
-55.5717476--30.9225589 -55.5446627--30.9072855 3744.848203621114
-55.5717476--30.9225589 -55.555358--30.8917376 6113.039114768042
-55.5717476--30.9225589 -55.5367526--30.9026954 4925.698379830531
-55.5717476--30.9225589 -55.5458412--30.908663 3568.5226374228646
-55.5717476--30.9225589 -55.5480177--30.9348957 4051.450837853362
-55.5717476--30.9225589 -55.5432647--30.9046453 4024.1416228371318
-55.5717476--30.9225589 -55.5387842--30.8983692 4840.039882432012
-55.5717476--30.9225589 -55.535206--30.8968925 5342.915145394079
