Node Population Gap_0 Gap_200 Gap_400 Gap_600 Gap_800 Gap_1000 Gap_1200 Gap_1400 Gap_1600 Gap_1800 Gap_2000 Gap_2200 Gap_2400 Gap_2600 Gap_2800 Gap_3000 Gap_3200 Gap_3400 Gap_3600 Gap_3800 Gap_4000 Gap_4200 Gap_4400 Gap_4600 Gap_4800 Gap_5000
-55.5526816--30.898543 101 1 1 1 1 1 2 2 4 9 10 11 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14
-55.5536213--30.8980533 25 1 1 1 1 1 2 2 4 6 9 10 11 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.552156--30.8977765 115 1 1 1 1 1 2 4 5 8 10 11 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5530871--30.8972984 77 1 1 1 1 2 2 2 4 7 10 11 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14
-55.5561243--30.8945535 55 1 1 1 1 1 2 2 2 2 4 7 9 11 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5543211--30.8955276 63 1 1 1 1 2 2 2 3 4 7 9 11 12 12 12 12 12 13 13 13 13 13 13 13 13 13
-55.552514--30.8964812 80 1 1 1 1 2 2 3 4 7 9 11 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14
-55.5543211--30.8955276 46 1 1 1 1 2 2 2 3 4 7 9 11 12 12 12 12 12 13 13 13 13 13 13 13 13 13
-55.5506866--30.8974541 105 1 1 1 1 1 3 5 7 9 11 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5515905--30.8969743 70 1 1 1 1 2 2 3 7 8 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14
-55.5492175--30.8971615 87 1 1 1 1 2 4 7 8 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5455811--30.8990752 70 1 1 2 3 6 7 9 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.555563--30.8937889 66 1 1 1 1 1 1 2 2 3 6 8 9 12 12 12 12 12 12 12 13 13 13 13 13 13 13
-55.5541267--30.8934585 77 1 1 1 1 1 1 2 3 6 7 9 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13
-55.5537703--30.8947459 97 1 1 1 1 1 2 2 3 6 8 9 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5531951--30.8939884 52 1 1 1 1 1 2 3 4 6 8 9 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5519562--30.8957103 82 1 1 1 1 2 2 3 6 8 9 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14
-55.5513948--30.8949219 38 1 1 1 1 2 3 4 6 8 9 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13
-55.552856--30.8952537 56 1 1 1 1 2 2 3 4 7 8 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13
-55.5531951--30.8939884 66 1 1 1 1 1 2 3 4 6 8 9 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5501273--30.8966715 94 1 1 1 1 2 3 6 8 9 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14
-55.549573--30.8958959 67 1 1 1 1 3 4 6 8 9 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14
-55.5510299--30.896185 95 1 1 1 1 2 3 4 7 8 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14
-55.5504872--30.8954182 70 1 1 1 1 2 3 6 7 9 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14
-55.5544505--30.8922107 76 1 1 1 1 1 1 1 3 5 7 7 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13
-55.5535331--30.892692 101 1 1 1 1 1 1 2 3 5 7 7 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13
-55.5508205--30.8941316 86 1 1 1 1 1 3 5 7 7 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5517164--30.8936638 68 1 1 1 1 1 2 3 5 7 7 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5490141--30.8951138 79 1 1 1 1 3 5 7 7 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14
-55.5498944--30.8946397 74 1 1 1 1 3 3 5 7 8 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13
-55.5475339--30.8948076 82 1 1 1 1 3 6 7 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14
-55.5439635--30.896711 85 1 1 2 5 6 7 9 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14
-55.5529783--30.8919134 52 1 1 1 1 1 1 1 4 6 7 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13
-55.5520669--30.8923902 110 1 1 1 1 1 1 3 4 7 7 8 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13
-55.5502677--30.8933571 103 1 1 1 1 1 3 4 7 7 8 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5511715--30.8928813 65 1 1 1 1 1 1 4 6 7 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13
-55.5484436--30.8943156 93 1 1 1 1 3 4 7 7 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13
-55.5493549--30.8938352 103 1 1 1 1 1 4 6 7 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5469721--30.8940221 57 1 1 1 1 3 5 7 8 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13
-55.5529783--30.8919134 68 1 1 1 1 1 1 1 4 6 7 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13
-55.5518655--30.8903497 67 1 1 1 1 1 1 2 3 5 8 8 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13
-55.5515047--30.8916218 75 1 1 1 1 1 1 2 5 6 8 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13
-55.5509618--30.8908409 81 1 1 1 1 1 1 2 5 6 8 8 8 10 11 12 12 12 12 12 12 13 13 13 13 13 13
-55.5506028--30.8920872 59 1 1 1 1 1 1 4 5 7 8 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13
-55.5500552--30.8913286 65 1 1 1 1 1 2 3 5 8 8 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13
-55.5515047--30.8916218 104 1 1 1 1 1 1 2 5 6 8 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13
-55.5500552--30.8913286 61 1 1 1 1 1 2 3 5 8 8 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13
-55.5478845--30.8935333 88 1 1 1 1 1 5 6 8 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5473355--30.8927649 77 1 1 1 1 1 5 6 8 8 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5496806--30.892576 100 1 1 1 1 1 2 5 6 8 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13
-55.5482333--30.892284 116 1 1 1 1 1 3 5 8 8 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13
-55.5473355--30.8927649 83 1 1 1 1 1 5 6 8 8 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5483735--30.9029884 70 1 1 1 1 4 5 8 9 10 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5534855--30.9013704 90 1 1 1 1 1 1 3 5 6 9 10 11 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.548283--30.9019663 92 1 1 1 1 2 6 8 9 11 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5508895--30.8994991 94 1 1 1 1 1 1 4 9 10 11 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14
-55.5503345--30.8987233 62 1 1 1 1 1 3 5 8 10 11 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-55.5497678--30.8979308 63 1 1 1 1 1 3 7 8 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14
-55.5477135--30.901204 0 1 1 1 1 3 8 9 10 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5461259--30.8998808 65 1 1 1 2 6 7 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.546678--30.9017488 69 1 1 1 1 5 8 9 10 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5464776--30.8986031 77 1 1 1 2 5 7 9 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14
-55.5448277--30.8962495 89 1 1 1 4 6 6 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5498519--30.9032948 88 1 1 1 1 3 4 5 8 9 11 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5487353--30.9017289 64 1 1 1 1 1 5 8 9 11 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5481631--30.9009627 81 1 1 1 1 3 5 8 9 11 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5476322--30.9001579 93 1 1 1 1 3 6 9 11 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5476322--30.9001579 0 1 1 1 1 3 6 9 11 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5474719--30.8882876 4 1 1 1 1 1 2 3 5 7 8 8 8 10 10 11 12 12 12 12 12 13 13 13 13 13 13
-55.5471768--30.889057 50 1 1 1 1 1 2 3 6 7 8 8 8 10 10 12 12 12 12 12 12 13 13 13 13 13 13
-55.5483685--30.88897 111 1 1 1 1 1 3 3 5 7 8 8 8 10 10 11 12 12 12 12 12 13 13 13 13 13 13
-55.5453449--30.890925 24 1 1 1 1 2 2 6 7 8 8 9 10 11 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5489374--30.9037753 86 1 1 1 2 4 5 6 8 9 10 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5498519--30.9032948 89 1 1 1 1 3 4 5 8 9 11 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5495057--30.9045709 0 1 1 1 2 4 4 5 8 9 10 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5504155--30.9040826 0 1 1 1 2 4 4 5 6 8 9 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5474187--30.8981197 72 1 1 1 2 3 6 8 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-55.5482985--30.8976565 71 1 1 1 1 2 6 8 9 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14
-55.5466164--30.895306 75 1 1 1 2 4 7 7 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14
-55.5466164--30.895306 91 1 1 1 2 4 7 7 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14
-55.5490667--30.90047 96 1 1 1 1 1 3 8 10 11 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5508895--30.8994991 86 1 1 1 1 1 1 4 9 10 11 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14
-55.5494092--30.8992086 58 1 1 1 1 1 3 7 10 11 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14
-55.5503345--30.8987233 75 1 1 1 1 1 3 5 8 10 11 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-55.5479583--30.8988977 33 1 1 1 1 2 6 8 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14
-55.5497678--30.8979308 91 1 1 1 1 1 3 7 8 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14
-55.5438534--30.89187 45 1 1 1 2 2 5 6 8 8 8 10 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5449422--30.8911838 41 1 1 1 2 2 4 6 8 8 8 10 10 11 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5485922--30.8909916 77 1 1 1 1 1 3 3 7 8 8 8 10 10 12 12 12 12 12 12 13 13 13 13 13 13 13
-55.5489353--30.8897504 60 1 1 1 1 1 3 3 5 7 8 8 8 10 10 12 12 12 12 12 12 13 13 13 13 13 13
-55.5467739--30.8919791 104 1 1 1 1 2 2 7 8 8 8 10 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5452965--30.8916792 101 1 1 1 2 2 4 6 8 8 8 10 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5467739--30.8919791 63 1 1 1 1 2 2 7 8 8 8 10 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5462123--30.8911932 89 1 1 1 1 2 2 7 7 8 8 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13
-55.5476905--30.8914766 85 1 1 1 1 1 3 5 7 8 8 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13
-55.5471353--30.8907041 107 1 1 1 1 2 2 5 7 8 8 8 10 10 12 12 12 12 12 12 13 13 13 13 13 13 13
-55.5422559--30.8943979 89 1 1 2 3 5 7 7 8 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14
-55.541692--30.8936086 125 1 2 2 4 5 7 7 7 9 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 13
-55.5431264--30.8939087 86 1 1 2 2 6 7 7 7 10 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14
-55.5426056--30.893125 113 1 1 2 2 5 6 7 7 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13
-55.5449348--30.8929561 89 1 1 1 2 2 6 7 8 8 10 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13
-55.5435458--30.892612 86 1 1 2 2 4 6 7 7 8 10 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13
-55.5458513--30.8924549 59 1 1 1 1 2 4 7 8 8 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5452965--30.8916792 87 1 1 1 2 2 4 6 8 8 8 10 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5436917--30.895861 38 1 1 1 5 6 7 7 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5430804--30.8955391 69 1 1 2 4 7 7 7 10 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5446016--30.8959371 62 1 1 1 4 6 6 8 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.544233--30.8953968 83 1 1 1 4 6 7 7 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14
-55.546056--30.894523 95 1 1 1 1 4 5 8 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14
-55.5454898--30.8937316 93 1 1 1 1 4 5 8 8 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13
-55.546056--30.894523 89 1 1 1 1 4 5 8 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14
-55.5464104--30.8932366 83 1 1 1 1 2 4 8 8 8 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13
-55.5430804--30.8955391 105 1 1 2 4 7 7 7 10 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5429023--30.8970299 66 1 1 3 5 6 7 8 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5413423--30.8948617 58 1 2 2 5 6 7 7 9 9 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 13 14
-55.5408045--30.8940981 0 2 2 2 4 5 6 7 7 9 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14
-55.5429827--30.8975041 76 1 1 2 6 6 8 9 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-55.5400512--30.8966275 67 1 1 4 6 6 7 9 10 11 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-55.5409624--30.8961312 61 1 1 3 6 6 7 9 9 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5404153--30.8953456 141 1 2 2 5 6 7 8 9 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5404153--30.8953456 86 1 2 2 5 6 7 8 9 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5420785--30.8977136 56 1 1 2 5 7 9 9 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-55.5411629--30.8981636 48 1 1 3 5 7 9 10 11 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5449835--30.9026641 46 1 1 1 3 7 7 10 11 11 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5376734--30.8968129 24 1 2 2 5 6 7 8 11 11 11 11 12 12 13 13 13 13 13 13 13 13 13 13 14 14 14
-55.5371644--30.8960998 15 1 2 3 5 6 7 8 9 11 11 11 12 12 13 13 13 13 13 13 13 13 13 13 14 14 14
-55.5393429--30.8991518 94 1 2 2 4 8 9 11 11 11 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5402553--30.8986551 24 1 1 3 4 8 9 11 11 11 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5421492--30.9030828 43 1 1 3 5 7 9 9 11 11 11 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.543071--30.9025787 27 1 1 2 5 7 8 11 11 11 11 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5386084--30.8963216 82 1 1 4 6 6 6 9 10 11 11 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-55.5394867--30.8958474 43 1 1 4 6 6 6 9 9 11 11 12 12 12 12 13 13 13 13 13 13 13 13 13 13 14 14
-55.5380945--30.8955669 27 1 2 4 5 6 6 8 9 11 11 11 12 12 12 13 13 13 13 13 13 13 13 13 13 14 14
-55.5389574--30.8950485 37 1 1 4 5 6 6 7 9 10 11 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5387842--30.8983692 143 1 1 3 4 7 8 11 11 11 11 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5382321--30.8975955 10 1 1 3 6 6 8 9 11 11 11 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5397144--30.8978714 45 1 1 3 6 6 9 10 11 11 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5391601--30.8971002 32 1 1 4 6 6 8 9 11 11 11 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-55.5486577--30.8963788 84 1 1 1 1 3 6 7 9 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14
-55.5480963--30.8955938 98 1 1 1 2 3 5 7 8 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14
-55.5450275--30.898305 65 1 1 2 5 6 8 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14
-55.5444624--30.8975193 63 1 1 1 4 6 7 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-55.5441383--30.8987685 0 1 1 2 4 7 8 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5441383--30.8987685 82 1 1 2 4 7 8 10 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.54593--30.8978247 69 1 1 2 3 6 7 9 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-55.5453835--30.8970328 82 1 1 2 4 6 6 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14
-55.5477316--30.8968644 90 1 1 1 2 3 7 8 9 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5471786--30.8960916 78 1 1 1 2 4 7 7 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14
-55.5486577--30.8963788 83 1 1 1 1 3 6 7 9 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14
-55.5471786--30.8960916 71 1 1 1 2 4 7 7 10 10 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14
-55.5437691--30.900038 0 1 1 2 5 7 9 11 11 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5435469--30.8980214 70 1 1 2 6 6 9 9 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14
-55.5422997--30.8997471 97 1 1 3 3 8 10 11 11 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5417358--30.8989553 69 1 1 3 3 9 9 11 11 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5404735--30.9007354 70 2 2 2 5 6 11 11 11 11 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5399129--30.8999502 0 1 2 2 5 6 11 11 11 11 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5419556--30.9009883 33 1 1 2 4 7 11 11 11 11 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5408345--30.8994459 24 1 1 3 3 8 10 11 11 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5452564--30.900354 73 1 1 2 4 5 8 10 11 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5446793--30.8995444 62 1 1 2 4 7 8 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.544344--30.900833 55 1 1 1 5 5 10 11 11 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5437691--30.900038 62 1 1 2 5 7 9 11 11 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5439753--30.901027 37 1 1 2 5 5 10 11 11 12 12 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5435938--30.9005337 41 1 1 1 5 5 10 11 11 11 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5415905--30.9023001 36 1 1 3 3 8 9 11 11 11 11 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5410171--30.9014975 31 1 2 2 4 9 9 11 11 11 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5425274--30.9018 53 1 1 3 4 8 9 11 11 11 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5419556--30.9009883 60 1 1 2 4 7 11 11 11 11 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5468084--30.8902506 35 1 1 1 1 2 2 5 7 8 8 8 10 10 11 12 12 12 12 12 13 13 13 13 13 13 13
-55.5426056--30.893125 61 1 1 2 2 5 6 7 7 9 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13
-55.5519412--30.9034099 124 1 1 1 1 2 4 4 5 8 10 10 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5516446--30.9023322 89 1 1 1 1 1 3 4 5 9 10 11 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5540495--30.9021596 0 1 1 1 1 1 2 4 4 5 7 9 10 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5531285--30.9026296 0 1 1 1 1 1 3 4 4 6 9 10 11 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5579279--30.9041173 26 1 1 1 1 1 1 1 1 3 5 5 6 9 10 11 13 13 13 13 13 13 13 13 14 14 14
-55.5429827--30.8975041 72 1 1 2 6 6 8 9 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14 14
-55.5429023--30.8970299 54 1 1 3 5 6 7 8 10 11 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 14 14
-55.5458539--30.90649 0 1 2 3 3 3 6 6 8 10 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5427139--30.9038737 22 1 1 1 5 6 8 9 11 11 12 12 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-55.543653--30.9033848 54 1 1 1 6 6 8 9 11 11 11 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5432647--30.9046453 0 1 1 3 5 6 7 9 9 11 12 12 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-55.5443789--30.906206 31 1 3 3 3 5 6 7 9 10 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5438214--30.905425 39 1 1 3 3 5 6 8 9 12 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5412351--30.9035586 41 1 1 1 4 7 8 9 11 11 11 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5384291--30.8996435 36 1 1 2 5 5 8 11 11 11 11 12 12 13 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5401173--30.9019801 39 1 1 2 4 6 9 11 11 11 11 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5390065--30.9004399 31 1 1 2 4 6 9 11 11 11 12 12 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5406876--30.90278 67 1 1 2 4 7 9 9 11 11 11 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5401173--30.9019801 35 1 1 2 4 6 9 11 11 11 11 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5384291--30.8996435 27 1 1 2 5 5 8 11 11 11 11 12 12 13 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5399696--30.9052919 41 1 1 1 2 6 6 8 9 10 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-55.5403169--30.9040423 50 1 1 1 4 6 8 9 9 11 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5380749--30.9009254 69 1 1 3 4 5 6 11 11 11 11 12 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5382895--30.9029503 67 1 1 1 3 5 7 9 11 11 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5391997--30.9024699 79 1 1 3 3 5 9 9 11 11 11 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5377368--30.9021744 58 1 1 3 3 4 6 9 11 11 11 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5386284--30.9017024 59 1 1 3 3 6 7 11 11 11 11 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5388628--30.9037333 100 1 1 1 3 4 8 9 9 11 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5397574--30.9032575 57 1 1 1 4 5 9 9 11 11 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5382895--30.9029503 69 1 1 1 3 5 7 9 11 11 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5391997--30.9024699 46 1 1 3 3 5 9 9 11 11 11 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5375092--30.9001316 27 1 1 2 4 5 8 10 11 11 11 12 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5352476--30.896956 36 1 1 2 3 6 6 7 8 9 11 11 11 13 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5384764--30.9050124 69 1 1 1 1 4 7 8 9 10 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-55.5359074--30.9031314 219 1 1 1 3 4 4 6 11 11 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5371323--30.9024828 31 1 1 3 3 4 6 9 11 11 11 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
