Node Population Gap_0 Gap_200 Gap_400 Gap_600 Gap_800 Gap_1000 Gap_1200 Gap_1400 Gap_1600 Gap_1800 Gap_2000 Gap_2200 Gap_2400 Gap_2600 Gap_2800 Gap_3000 Gap_3200 Gap_3400 Gap_3600 Gap_3800 Gap_4000 Gap_4200 Gap_4400 Gap_4600 Gap_4800 Gap_5000
-55.5371323--30.9024828 57 1 1 3 3 4 6 9 11 11 11 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.534341--30.8974053 141 1 1 2 2 5 6 7 7 8 11 11 11 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5357016--30.9010907 48 1 1 1 4 4 5 8 10 11 11 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5371775--30.9013968 72 1 1 2 4 5 6 9 11 11 11 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5351291--30.9003039 84 1 1 2 3 4 6 7 8 11 11 11 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5366048--30.9006115 32 1 1 1 4 5 5 8 11 11 11 11 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5372941--30.8980791 54 1 1 2 3 7 7 8 11 11 11 11 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5367441--30.8973066 25 1 1 2 5 5 7 8 9 11 11 11 12 12 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5364122--30.8985645 33 1 1 2 3 6 7 8 9 11 11 11 12 13 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5358363--30.8977725 49 1 1 2 2 6 7 7 8 11 11 11 11 13 13 13 13 13 13 13 13 13 13 14 14 14 14
-55.5355037--30.8990489 49 1 1 1 3 4 7 7 8 11 11 11 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.534929--30.8982485 44 1 1 2 2 6 6 7 8 9 11 11 11 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.534571--30.8995306 75 1 1 1 3 4 6 7 8 9 11 11 12 13 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5340144--30.8987218 52 1 1 1 3 4 6 7 7 8 11 11 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14
-55.5375807--30.9054896 21 1 1 1 1 2 5 8 10 10 12 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5440588--30.9076032 0 1 2 3 3 3 5 6 8 10 10 12 12 12 13 13 13 14 14 14 14 14 14 14 14 14 14
-55.5412977--30.9089246 0 1 1 1 2 3 5 5 7 9 10 10 12 12 12 12 14 14 14 14 14 14 14 14 14 14 14
-55.5422148--30.9084444 0 1 1 2 3 3 4 7 8 9 10 10 12 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5403884--30.9094045 0 1 1 1 2 3 5 5 7 9 9 10 10 12 12 12 14 14 14 14 14 14 14 14 14 14 14
-55.544688--30.9119264 117 1 1 1 1 2 4 4 5 7 8 9 10 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5404655--30.9141642 0 1 1 1 1 2 2 3 4 4 6 6 9 10 11 11 13 13 13 14 14 14 14 14 14 14 14
-55.5429018--30.9127842 148 1 1 1 1 2 3 4 5 5 7 8 9 10 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5394716--30.9098935 0 1 1 1 1 3 4 5 5 8 9 10 10 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5361188--30.9051964 54 1 1 1 1 1 5 6 9 11 12 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5366669--30.9059705 42 1 1 1 1 1 4 7 9 10 12 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5348772--30.9047669 62 1 1 1 1 3 4 5 7 11 12 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5333201--30.9034335 69 1 1 1 1 3 4 4 8 9 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-55.5344378--30.9028359 100 1 1 1 1 4 4 5 8 11 12 12 12 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.535349--30.9023573 19 1 1 1 2 4 4 6 9 11 11 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5338784--30.9020581 70 1 1 1 2 4 4 6 8 10 12 12 12 13 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5347853--30.9015769 60 1 1 1 2 4 5 7 8 11 11 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5333102--30.9012756 65 1 1 1 2 3 4 7 7 8 11 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.5342218--30.9007843 67 1 1 1 3 4 4 7 8 9 11 12 12 13 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5336751--30.9000002 73 1 1 1 2 3 6 7 7 8 11 12 12 12 13 13 13 13 13 13 13 14 14 14 14 14 14
-55.5346481--30.9059771 40 1 1 1 1 1 3 5 9 10 12 12 12 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5353794--30.9055878 68 1 1 1 1 1 4 5 9 10 12 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5344502--30.9071452 81 1 1 1 1 1 1 5 8 9 10 12 12 12 12 13 14 14 14 14 14 14 14 14 14 14 14
-55.5357489--30.9075205 52 1 1 1 1 1 2 7 8 9 10 12 12 12 12 13 14 14 14 14 14 14 14 14 14 14 14
-55.5338856--30.906379 73 1 1 1 1 1 1 6 6 9 12 12 12 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5337122--30.9075389 57 1 1 1 1 1 1 3 6 9 9 12 12 12 12 12 13 14 14 14 14 14 14 14 14 14 14
-55.5320343--30.9037789 51 1 1 1 1 2 3 4 4 7 9 11 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14
-55.5329909--30.9029413 26 1 1 1 1 2 4 4 7 8 8 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14
-55.530635--30.902501 106 1 1 1 1 2 3 4 4 7 8 11 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14
-55.5423503--30.9051009 35 1 1 2 3 5 7 8 9 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-55.5399696--30.9052919 150 1 1 1 2 6 6 8 9 10 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-55.5408649--30.9048338 48 1 1 1 2 6 7 9 9 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-55.5390504--30.9057927 80 1 1 1 2 3 6 8 10 10 12 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5381444--30.9062693 154 1 1 1 1 2 6 7 9 10 10 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5372318--30.9067502 85 1 1 1 1 2 3 8 9 10 11 12 12 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5357489--30.9075205 4 1 1 1 1 1 2 7 8 9 10 12 12 12 12 13 14 14 14 14 14 14 14 14 14 14 14
-55.5423503--30.9051009 62 1 1 2 3 5 7 8 9 12 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-55.5405219--30.9060786 72 1 1 1 2 4 6 8 10 10 12 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5414192--30.9056044 71 1 1 1 3 6 7 8 9 10 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-55.5396101--30.9065687 67 1 1 1 2 4 6 7 9 10 10 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5387049--30.9070514 58 1 1 1 1 3 4 7 9 10 10 12 12 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5370749--30.9079187 78 1 1 1 1 2 3 7 8 9 10 11 12 12 12 12 14 14 14 14 14 14 14 14 14 14 14
-55.5365622--30.9092763 0 1 1 1 1 1 3 5 5 8 9 10 10 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5299402--30.9141373 31 1 1 1 1 1 1 1 1 1 5 5 5 8 9 10 12 13 13 13 13 14 14 14 14 14 14
-55.544582--30.9071927 53 1 2 3 3 3 5 7 8 10 12 12 12 12 13 13 13 14 14 14 14 14 14 14 14 14 14
-55.5429147--30.9059078 47 1 1 3 3 5 7 7 9 10 12 12 12 13 13 13 13 13 13 14 14 14 14 14 14 14 14
-55.5416325--30.9076549 122 1 1 1 3 3 4 7 9 10 10 12 12 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5410821--30.9068758 87 1 1 1 3 4 6 6 9 10 10 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5425694--30.9071568 58 1 1 3 3 3 6 7 9 10 10 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5425694--30.9071568 64 1 1 3 3 3 6 7 9 10 10 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5407208--30.9081392 75 1 1 1 3 4 4 7 8 9 10 10 12 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5401655--30.9073597 64 1 1 1 2 4 4 7 9 10 10 12 12 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5403884--30.9094045 80 1 1 1 2 3 5 5 7 9 9 10 10 12 12 12 14 14 14 14 14 14 14 14 14 14 14
-55.5398083--30.9086224 80 1 1 1 1 3 5 5 7 9 10 10 12 12 12 12 14 14 14 14 14 14 14 14 14 14 14
-55.5381805--30.9094875 81 1 1 1 1 2 5 5 7 8 9 10 11 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5376135--30.9087119 64 1 1 1 1 1 5 5 7 9 9 10 12 12 12 12 14 14 14 14 14 14 14 14 14 14 14
-55.5389265--30.9090781 60 1 1 1 1 3 5 5 7 8 9 10 12 12 12 12 14 14 14 14 14 14 14 14 14 14 14
-55.5397007--30.908689 0 1 1 1 1 3 5 5 7 9 9 10 12 12 12 12 14 14 14 14 14 14 14 14 14 14 14
-55.537449--30.90556 23 1 1 1 1 2 4 8 9 10 12 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.537449--30.90556 68 1 1 1 1 2 4 8 9 10 12 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5369196--30.9047825 0 1 1 1 1 3 5 8 9 10 12 12 12 13 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5331579--30.9067416 44 1 1 1 1 1 1 4 6 9 10 12 12 12 12 13 13 14 14 14 14 14 14 14 14 14 14
-55.5320269--30.9052075 26 1 1 1 1 1 4 4 4 7 12 12 12 12 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5404499--30.9095091 58 1 1 1 2 3 5 5 7 8 9 10 10 12 12 13 14 14 14 14 14 14 14 14 14 14 14
-55.5423604--30.9120662 66 1 1 1 2 3 3 4 5 5 7 9 10 10 13 13 13 14 14 14 14 14 14 14 14 14 14
-55.5410315--30.9118956 58 1 1 1 1 2 3 4 5 5 7 9 10 10 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5376705--30.9108663 0 1 1 1 1 2 3 4 5 5 8 9 10 10 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5381031--30.9106316 0 1 1 1 1 3 4 5 5 7 8 9 10 12 13 13 13 14 14 14 14 14 14 14 14 14 14
-55.5389915--30.912076 60 1 1 1 1 1 3 4 5 5 7 8 9 11 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5386732--30.91145 46 1 1 1 1 1 3 4 5 5 7 9 9 10 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5376705--30.9108663 50 1 1 1 1 2 3 4 5 5 8 9 10 10 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5381658--30.9107329 53 1 1 1 1 3 4 5 5 7 8 9 10 11 13 13 13 14 14 14 14 14 14 14 14 14 14
-55.536677--30.9102859 82 1 1 1 1 1 4 5 5 7 8 9 10 12 13 13 13 14 14 14 14 14 14 14 14 14 14
-55.5374519--30.9098769 202 1 1 1 1 1 4 5 5 7 9 9 10 12 12 12 13 14 14 14 14 14 14 14 14 14 14
-55.5410315--30.9118956 51 1 1 1 1 2 3 4 5 5 7 9 10 10 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5399285--30.9133559 70 1 1 1 1 2 2 3 4 5 6 7 9 10 11 13 13 13 13 14 14 14 14 14 14 14 14
-55.5390791--30.9120249 62 1 1 1 1 1 3 4 5 5 7 8 9 11 13 13 13 13 14 14 14 14 14 14 14 14 14
-55.5381827--30.9125078 31 1 1 1 1 1 3 3 4 5 6 8 9 10 13 13 13 13 13 14 14 14 14 14 14 14 14
-55.5385849--30.9131647 44 1 1 1 1 1 2 3 4 5 6 8 10 10 11 13 13 13 13 14 14 14 14 14 14 14 14
-55.536677--30.9102859 54 1 1 1 1 1 4 5 5 7 8 9 10 12 13 13 13 14 14 14 14 14 14 14 14 14 14
-55.5391549--30.9141921 0 1 1 1 1 1 2 3 3 5 6 6 9 10 11 13 13 13 13 14 14 14 14 14 14 14 14
-55.5362498--30.917936 54 1 1 1 1 1 1 1 1 3 4 4 6 7 7 9 10 11 13 13 13 13 14 14 14 14 14
-55.5367367--30.9176733 46 1 1 1 1 1 1 1 2 3 4 5 7 7 8 9 10 11 13 13 13 13 14 14 14 14 14
-55.5384828--30.9197481 51 1 1 1 1 1 1 2 2 3 4 5 6 7 7 8 9 10 11 13 13 13 13 14 14 14 14
-55.5375154--30.9199919 83 1 1 1 1 1 1 1 2 2 4 4 5 6 7 7 9 10 11 12 13 13 13 14 14 14 14
-55.5354122--30.9204062 73 1 1 1 1 1 1 1 1 2 3 4 5 6 6 7 7 9 10 11 13 13 13 13 14 14 14
-55.535716--30.9212164 54 1 1 1 1 1 1 1 2 2 2 4 4 5 6 7 7 9 10 10 11 13 13 13 13 14 14
-55.5376067--30.9208473 70 1 1 1 1 1 1 2 2 2 4 4 5 6 7 7 8 10 10 11 13 13 13 13 14 14 14
-55.5382056--30.9189272 39 1 1 1 1 1 1 1 2 3 4 5 6 7 7 9 10 11 12 13 13 13 13 14 14 14 14
-55.5382056--30.9189272 65 1 1 1 1 1 1 1 2 3 4 5 6 7 7 9 10 11 12 13 13 13 13 14 14 14 14
-55.5374634--30.9198474 80 1 1 1 1 1 1 1 2 2 4 5 5 6 7 7 9 10 11 13 13 13 13 14 14 14 14
-55.5369643--30.9183542 81 1 1 1 1 1 1 1 1 3 3 5 6 7 7 9 10 11 12 13 13 13 14 14 14 14 14
-55.5362423--30.92018 108 1 1 1 1 1 1 1 1 2 3 4 5 6 7 7 8 10 10 11 13 13 13 13 14 14 14
-55.5351043--30.9195851 115 1 1 1 1 1 1 1 1 2 3 3 5 6 7 7 9 10 10 11 13 13 13 13 14 14 14
-55.5379198--30.918084 57 1 1 1 1 1 1 1 3 3 4 6 7 7 8 9 10 11 13 13 13 13 14 14 14 14 14
-55.5385779--30.9170758 12 1 1 1 1 1 1 1 3 4 4 6 7 7 9 10 11 13 13 13 13 14 14 14 14 14 14
-55.5438921--30.9162655 8 1 1 1 1 1 1 1 1 1 3 4 6 6 7 7 9 10 11 13 13 13 13 14 14 14 14
-55.5471142--30.9185133 130 1 1 1 1 1 1 1 4 5 5 6 7 8 9 11 13 13 13 13 14 14 14 14 14 14 14
-55.5421209--30.9171292 193 1 1 1 1 1 1 1 1 3 4 5 6 7 7 9 10 11 13 13 13 13 14 14 14 14 14
-55.5380883--30.9222567 73 1 1 1 1 1 1 1 2 2 2 4 4 5 6 7 7 9 10 10 11 13 13 13 13 14 14
-55.5360008--30.9219928 53 1 1 1 1 1 1 1 1 2 2 4 4 5 6 7 7 8 9 10 11 13 13 13 13 14 14
-55.5334231--30.9191457 56 1 1 1 1 1 1 1 1 1 2 3 4 6 7 7 8 10 10 11 13 13 13 13 14 14 14
-55.5347445--30.9205881 114 1 1 1 1 1 1 1 1 2 2 3 4 5 6 7 7 9 10 11 12 13 13 13 13 14 14
-55.535716--30.9212164 84 1 1 1 1 1 1 1 2 2 2 4 4 5 6 7 7 9 10 10 11 13 13 13 13 14 14
-55.5362855--30.9227688 103 1 1 1 1 1 1 1 1 2 2 2 4 4 5 6 7 7 9 10 11 12 13 13 13 13 14
-55.5347445--30.9205881 109 1 1 1 1 1 1 1 1 2 2 3 4 5 6 7 7 9 10 11 12 13 13 13 13 14 14
-55.5361106--30.9240446 59 1 1 1 1 1 1 1 1 1 2 2 2 4 4 5 6 7 7 9 10 11 12 13 13 13 13
-55.532638--30.9238726 3 1 1 1 1 1 1 1 1 1 1 2 2 3 4 5 5 6 7 7 9 10 11 13 13 13 13
-55.5473625--30.9168991 3 1 1 1 1 1 1 2 3 5 5 6 8 9 10 11 13 13 13 14 14 14 14 14 14 14 14
-55.5329492--30.9100579 47 1 1 1 1 1 1 1 3 5 8 9 10 12 12 12 13 13 14 14 14 14 14 14 14 14 14
-55.5340709--30.9116566 0 1 1 1 1 1 1 1 4 5 5 8 9 10 12 13 13 13 13 14 14 14 14 14 14 14 14
-55.5350679--30.9121594 32 1 1 1 1 1 1 3 4 5 5 8 9 9 12 13 13 13 13 14 14 14 14 14 14 14 14
-55.5343996--30.9104012 24 1 1 1 1 1 1 2 5 5 8 9 9 12 12 13 13 13 14 14 14 14 14 14 14 14 14
-55.532239--30.9108436 45 1 1 1 1 1 1 1 3 5 8 8 9 10 12 12 13 13 14 14 14 14 14 14 14 14 14
-55.5326473--30.9114196 4 1 1 1 1 1 1 1 3 5 7 8 9 10 12 12 13 13 13 14 14 14 14 14 14 14 14
-55.5321983--30.9119542 32 1 1 1 1 1 1 1 2 5 5 8 9 9 12 12 13 13 13 14 14 14 14 14 14 14 14
-55.5314945--30.91332 0 1 1 1 1 1 1 1 1 4 5 5 8 9 9 12 13 13 13 13 14 14 14 14 14 14 14
-55.5323321--30.9127099 6 1 1 1 1 1 1 1 2 5 5 8 8 9 10 13 13 13 13 14 14 14 14 14 14 14 14
-55.5301871--30.9132093 35 1 1 1 1 1 1 1 1 1 5 5 8 9 9 12 12 13 13 13 14 14 14 14 14 14 14
-55.5308121--30.9124543 27 1 1 1 1 1 1 1 1 4 5 8 8 9 10 12 13 13 13 14 14 14 14 14 14 14 14
-55.5336619--30.9144971 0 1 1 1 1 1 1 1 1 3 4 5 6 8 10 10 13 13 13 13 13 14 14 14 14 14 14
-55.534629--30.9135579 0 1 1 1 1 1 1 1 3 4 5 6 8 9 10 13 13 13 13 13 14 14 14 14 14 14 14
-55.5313865--30.9182434 114 1 1 1 1 1 1 1 1 1 1 3 5 6 7 9 9 10 11 13 13 13 13 14 14 14 14
-55.532437--30.915828 129 1 1 1 1 1 1 1 1 1 3 4 5 6 8 10 10 13 13 13 13 13 14 14 14 14 14
-55.5315001--30.9171102 77 1 1 1 1 1 1 1 1 1 1 3 4 6 6 9 10 10 13 13 13 13 13 14 14 14 14
-55.5322789--30.9166592 0 1 1 1 1 1 1 1 1 1 3 4 5 6 8 9 10 11 13 13 13 13 14 14 14 14 14
-55.5323713--30.9169549 73 1 1 1 1 1 1 1 1 1 3 4 5 6 7 9 10 11 13 13 13 13 14 14 14 14 14
-55.5338482--30.9161557 97 1 1 1 1 1 1 1 1 1 3 4 5 6 8 10 10 13 13 13 13 13 14 14 14 14 14
-55.5269857--30.910541 179 1 1 1 1 1 1 1 1 1 2 5 6 8 11 12 12 12 12 13 14 14 14 14 14 14 14
-55.524201--30.9126166 58 1 1 1 1 1 1 1 1 1 1 2 2 6 8 9 11 12 12 12 12 14 14 14 14 14 14
-55.5236363--30.9118502 21 1 1 1 1 1 1 1 1 1 1 1 2 6 8 10 12 12 12 12 12 14 14 14 14 14 14
-55.5261514--30.9093765 59 1 1 1 1 1 1 1 1 1 4 5 6 9 12 12 12 12 13 13 14 14 14 14 14 14 14
-55.5240031--30.9105774 14 1 1 1 1 1 1 1 1 1 1 1 5 6 9 12 12 12 12 12 13 14 14 14 14 14 14
-55.5252868--30.9098908 59 1 1 1 1 1 1 1 1 1 1 5 6 7 12 12 12 12 12 13 14 14 14 14 14 14 14
-55.5261514--30.9093765 83 1 1 1 1 1 1 1 1 1 4 5 6 9 12 12 12 12 13 13 14 14 14 14 14 14 14
-55.5254654--30.9106643 92 1 1 1 1 1 1 1 1 1 1 1 5 5 6 10 12 12 12 12 13 13 14 14 14 14 14
-55.5245259--30.9102978 51 1 1 1 1 1 1 1 1 1 1 4 5 6 9 12 12 12 12 13 13 14 14 14 14 14 14
-55.524201--30.9126166 46 1 1 1 1 1 1 1 1 1 1 2 2 6 8 9 11 12 12 12 12 14 14 14 14 14 14
-55.5249256--30.9109619 122 1 1 1 1 1 1 1 1 1 1 1 5 6 9 12 12 12 12 12 13 14 14 14 14 14 14
-55.5256056--30.913137 174 1 1 1 1 1 1 1 1 1 1 2 3 8 8 9 10 12 12 12 13 14 14 14 14 14 14
-55.5278435--30.9128228 111 1 1 1 1 1 1 1 1 1 1 5 5 8 9 10 12 12 13 13 13 14 14 14 14 14 14
-55.5269857--30.910541 118 1 1 1 1 1 1 1 1 1 2 5 6 8 11 12 12 12 12 13 14 14 14 14 14 14 14
-55.5291668--30.9131248 28 1 1 1 1 1 1 1 1 1 4 5 7 8 9 10 12 13 13 13 13 14 14 14 14 14 14
-55.5291668--30.9131248 58 1 1 1 1 1 1 1 1 1 4 5 7 8 9 10 12 13 13 13 13 14 14 14 14 14 14
-55.5308121--30.9124543 111 1 1 1 1 1 1 1 1 4 5 8 8 9 10 12 13 13 13 14 14 14 14 14 14 14 14
-55.5280047--30.9084369 67 1 1 1 1 1 1 1 1 4 5 6 9 12 12 12 12 12 13 14 14 14 14 14 14 14 14
-55.5276738--30.9096895 100 1 1 1 1 1 1 1 1 1 5 6 8 10 12 12 12 12 13 14 14 14 14 14 14 14 14
-55.5303731--30.9082442 328 1 1 1 1 1 1 1 2 6 6 9 12 12 12 12 12 13 14 14 14 14 14 14 14 14 14
-55.5282333--30.9104731 83 1 1 1 1 1 1 1 1 2 3 7 9 9 12 12 12 12 13 14 14 14 14 14 14 14 14
-55.5291209--30.9100011 73 1 1 1 1 1 1 1 1 2 6 8 9 10 12 12 12 12 14 14 14 14 14 14 14 14 14
-55.528774--30.9112303 102 1 1 1 1 1 1 1 1 2 3 8 8 9 10 12 12 12 13 14 14 14 14 14 14 14 14
-55.5296707--30.9107713 108 1 1 1 1 1 1 1 1 3 4 8 9 9 12 12 12 13 13 14 14 14 14 14 14 14 14
-55.5324147--30.9093347 80 1 1 1 1 1 1 2 3 8 8 9 10 12 12 12 13 14 14 14 14 14 14 14 14 14 14
-55.5331223--30.9084735 87 1 1 1 1 1 1 3 3 8 9 10 12 12 12 12 13 14 14 14 14 14 14 14 14 14 14
-55.5311297--30.9110767 106 1 1 1 1 1 1 1 1 4 5 8 9 9 12 12 13 13 13 14 14 14 14 14 14 14 14
-55.5329492--30.9100579 96 1 1 1 1 1 1 1 3 5 8 9 10 12 12 12 13 13 14 14 14 14 14 14 14 14 14
-55.5305516--30.9102915 78 1 1 1 1 1 1 1 2 3 8 8 9 10 12 12 12 13 14 14 14 14 14 14 14 14 14
-55.5309517--30.9090276 30 1 1 1 1 1 1 1 2 6 8 9 10 12 12 12 12 14 14 14 14 14 14 14 14 14 14
-55.5307217--30.9069835 70 1 1 1 1 1 1 1 5 6 6 12 12 12 12 12 13 13 14 14 14 14 14 14 14 14 14
-55.5298163--30.9074678 87 1 1 1 1 1 1 1 4 5 6 9 12 12 12 12 13 13 14 14 14 14 14 14 14 14 14
-55.5280047--30.9084369 92 1 1 1 1 1 1 1 1 4 5 6 9 12 12 12 12 12 13 14 14 14 14 14 14 14 14
-55.528903--30.9079564 110 1 1 1 1 1 1 1 1 5 6 6 12 12 12 12 12 13 13 14 14 14 14 14 14 14 14
-55.5293487--30.9032059 94 1 1 1 1 1 2 3 4 6 8 9 12 12 12 12 13 13 13 14 14 14 14 14 14 14 14
-55.5301535--30.9061974 61 1 1 1 1 1 1 4 4 5 7 12 12 12 12 13 13 13 14 14 14 14 14 14 14 14 14
-55.5301535--30.9061974 24 1 1 1 1 1 1 4 4 5 7 12 12 12 12 13 13 13 14 14 14 14 14 14 14 14 14
-55.5290165--30.9046244 113 1 1 1 1 1 1 2 4 4 8 9 12 12 12 12 13 13 13 14 14 14 14 14 14 14 14
-55.5290165--30.9046244 90 1 1 1 1 1 1 2 4 4 8 9 12 12 12 12 13 13 13 14 14 14 14 14 14 14 14
-55.5292497--30.9066775 87 1 1 1 1 1 1 1 4 5 6 9 12 12 12 12 13 13 13 14 14 14 14 14 14 14 14
-55.5295891--30.9054165 99 1 1 1 1 1 1 2 4 5 8 9 12 12 12 12 13 13 13 14 14 14 14 14 14 14 14
-55.5272106--30.9055802 143 1 1 1 1 1 1 1 2 4 4 8 9 12 12 12 12 13 13 13 14 14 14 14 14 14 14
-55.5272106--30.9055802 100 1 1 1 1 1 1 1 2 4 4 8 9 12 12 12 12 13 13 13 14 14 14 14 14 14 14
-55.5283371--30.9071623 61 1 1 1 1 1 1 1 4 4 5 7 12 12 12 12 13 13 13 14 14 14 14 14 14 14 14
-55.5277697--30.9063655 70 1 1 1 1 1 1 1 2 4 5 8 9 12 12 12 12 13 13 13 14 14 14 14 14 14 14
-55.5274362--30.9076409 81 1 1 1 1 1 1 1 1 4 5 6 10 12 12 12 12 13 13 13 14 14 14 14 14 14 14
-55.5249579--30.9055938 52 1 1 1 1 1 1 1 1 2 3 4 8 9 10 12 12 12 12 13 13 14 14 14 14 14 14
-55.5256369--30.9051203 70 1 1 1 1 1 1 1 1 2 4 4 8 9 12 12 12 12 13 13 13 14 14 14 14 14 14
-55.5261399--30.9072143 67 1 1 1 1 1 1 1 1 2 4 5 9 10 12 12 12 12 13 13 14 14 14 14 14 14 14
-55.5263188--30.9060756 60 1 1 1 1 1 1 1 2 3 4 7 9 10 12 12 12 12 13 13 13 14 14 14 14 14 14
-55.5267176--30.9080168 70 1 1 1 1 1 1 1 1 4 4 5 7 12 12 12 12 13 13 13 14 14 14 14 14 14 14
-55.5268744--30.9068539 66 1 1 1 1 1 1 1 1 4 4 5 9 12 12 12 12 13 13 13 14 14 14 14 14 14 14
-55.5270674--30.9088788 69 1 1 1 1 1 1 1 1 1 5 6 7 12 12 12 12 12 13 14 14 14 14 14 14 14 14
-55.5267176--30.9080168 72 1 1 1 1 1 1 1 1 4 4 5 7 12 12 12 12 13 13 13 14 14 14 14 14 14 14
-55.5100564--30.9114525 127 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 6 8 9 9 12 12 12
-55.5123087--30.9020472 18 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 4 6 7 8 9 12 12 12 12 13
-55.5123087--30.9020472 75 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 4 6 7 8 9 12 12 12 12 13
-55.5123938--30.9036388 75 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 6 7 8 9 12 12 12 12
-55.5116215--30.9048684 97 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 6 7 8 9 12 12 12 12 13
-55.5150393--30.9085444 98 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 4 7 9 11 12 12 12 12 13 13
-55.5158951--30.9073759 41 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 4 6 8 9 12 12 12 12 13 13 13
-55.5137681--30.9087886 22 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 6 8 9 9 12 12 12 12 13
-55.5111021--30.9039193 8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5 6 8 9 9 12 12 12 13
-55.5210613--30.9002982 1 1 1 1 1 1 1 1 1 1 1 3 5 6 7 9 9 12 12 12 12 13 13 13 14 14 14
