codcomp,dpto,secc,segm,zona,codloc,nomdpto,nomloc,V_TOT,x,V_TOT_DES,V_PAR,V_PAR_OC,V_PAR_MA,V_PAR_DES,V_COL,V_COL_OC,V_COL_DES,H_TOT,H_PAR,H_PAR_MA,H_COL,P_TOT,P_TOT_HOM,P_TOT_MUJ,P_TOT_PAR,P_HOM_PAR,P_MUJ_PAR,P_TOT_MA,P_HOM_MA,P_MUJ_MA,P_TOT_COL,P_HOM_COL,P_MUJ_COL,BARRIO85,COD_BARRIO,SECPOL_10,CCZ10,CCZ04
601001001,6,1,1,1,6220,DURAZNO,DURAZNO,21,19,2,21,19,0,2,0,0,0,19,19,0,0,52,23,29,52,23,29,0,0,0,0,0,0, ,0,1,0,0
601001002,6,1,1,2,6220,DURAZNO,DURAZNO,11,11,0,11,11,0,0,0,0,0,11,11,0,0,21,10,11,21,10,11,0,0,0,0,0,0, ,0,1,0,0
601001003,6,1,1,3,6220,DURAZNO,DURAZNO,12,8,4,12,8,0,4,0,0,0,8,8,0,0,24,11,13,24,11,13,0,0,0,0,0,0, ,0,1,0,0
601001004,6,1,1,4,6220,DURAZNO,DURAZNO,16,15,1,16,15,0,1,0,0,0,15,15,0,0,52,29,23,52,29,23,0,0,0,0,0,0, ,0,1,0,0
601001005,6,1,1,5,6220,DURAZNO,DURAZNO,52,50,2,52,50,0,2,0,0,0,50,50,0,0,131,70,61,131,70,61,0,0,0,0,0,0, ,0,1,0,0
601001006,6,1,1,6,6220,DURAZNO,DURAZNO,17,16,1,17,16,0,1,0,0,0,16,16,0,0,52,24,28,52,24,28,0,0,0,0,0,0, ,0,1,0,0
601001007,6,1,1,7,6220,DURAZNO,DURAZNO,34,33,1,34,33,0,1,0,0,0,33,33,0,0,84,42,42,84,42,42,0,0,0,0,0,0, ,0,1,0,0
601001008,6,1,1,8,6220,DURAZNO,DURAZNO,15,11,4,15,11,0,4,0,0,0,11,11,0,0,37,17,20,37,17,20,0,0,0,0,0,0, ,0,1,0,0
601001009,6,1,1,9,6220,DURAZNO,DURAZNO,22,14,8,20,14,0,6,2,0,2,14,14,0,0,32,17,15,32,17,15,0,0,0,0,0,0, ,0,1,0,0
601001010,6,1,1,10,6220,DURAZNO,DURAZNO,36,36,0,35,35,0,0,1,1,0,37,36,0,1,89,41,48,78,40,38,0,0,0,11,1,10, ,0,1,0,0
601001011,6,1,1,11,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601001012,6,1,1,12,6220,DURAZNO,DURAZNO,17,15,2,17,15,0,2,0,0,0,15,15,0,0,40,19,21,40,19,21,0,0,0,0,0,0, ,0,1,0,0
601001013,6,1,1,13,6220,DURAZNO,DURAZNO,21,19,2,20,18,0,2,1,1,0,20,19,0,1,56,27,29,46,23,23,0,0,0,10,4,6, ,0,1,0,0
601001014,6,1,1,14,6220,DURAZNO,DURAZNO,25,21,4,25,21,0,4,0,0,0,21,21,0,0,63,27,36,63,27,36,0,0,0,0,0,0, ,0,1,0,0
601001015,6,1,1,15,6220,DURAZNO,DURAZNO,30,25,5,30,25,0,5,0,0,0,25,25,0,0,62,33,29,62,33,29,0,0,0,0,0,0, ,0,1,0,0
601001406,6,1,1,406,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601001407,6,1,1,407,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601002003,6,1,2,3,6220,DURAZNO,DURAZNO,24,22,2,24,22,0,2,0,0,0,22,22,0,0,78,43,35,78,43,35,0,0,0,0,0,0, ,0,1,0,0
601002004,6,1,2,4,6220,DURAZNO,DURAZNO,27,26,1,27,26,0,1,0,0,0,26,26,0,0,87,46,41,87,46,41,0,0,0,0,0,0, ,0,1,0,0
601002005,6,1,2,5,6220,DURAZNO,DURAZNO,23,20,3,23,20,0,3,0,0,0,20,20,0,0,64,38,26,64,38,26,0,0,0,0,0,0, ,0,1,0,0
601002006,6,1,2,6,6220,DURAZNO,DURAZNO,19,18,1,19,18,0,1,0,0,0,18,18,0,0,58,32,26,58,32,26,0,0,0,0,0,0, ,0,1,0,0
601002007,6,1,2,7,6220,DURAZNO,DURAZNO,25,24,1,25,24,0,1,0,0,0,24,24,0,0,54,20,34,54,20,34,0,0,0,0,0,0, ,0,1,0,0
601002008,6,1,2,8,6220,DURAZNO,DURAZNO,22,20,2,22,20,0,2,0,0,0,21,21,0,0,61,32,29,61,32,29,0,0,0,0,0,0, ,0,1,0,0
601002009,6,1,2,9,6220,DURAZNO,DURAZNO,26,23,3,26,23,0,3,0,0,0,23,23,0,0,62,31,31,62,31,31,0,0,0,0,0,0, ,0,1,0,0
601002010,6,1,2,10,6220,DURAZNO,DURAZNO,26,23,3,26,23,0,3,0,0,0,23,23,0,0,60,26,34,60,26,34,0,0,0,0,0,0, ,0,1,0,0
601002011,6,1,2,11,6220,DURAZNO,DURAZNO,34,32,2,34,32,0,2,0,0,0,32,32,0,0,76,34,42,76,34,42,0,0,0,0,0,0, ,0,1,0,0
601002012,6,1,2,12,6220,DURAZNO,DURAZNO,29,28,1,29,28,0,1,0,0,0,29,29,0,0,66,35,31,66,35,31,0,0,0,0,0,0, ,0,1,0,0
601002013,6,1,2,13,6220,DURAZNO,DURAZNO,22,19,3,22,19,0,3,0,0,0,19,19,0,0,41,17,24,41,17,24,0,0,0,0,0,0, ,0,1,0,0
601002014,6,1,2,14,6220,DURAZNO,DURAZNO,23,18,5,23,18,0,5,0,0,0,19,19,0,0,47,20,27,47,20,27,0,0,0,0,0,0, ,0,1,0,0
601002015,6,1,2,15,6220,DURAZNO,DURAZNO,29,26,3,28,25,0,3,1,1,0,26,25,0,1,81,35,46,61,28,33,0,0,0,20,7,13, ,0,1,0,0
601002016,6,1,2,16,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601002017,6,1,2,17,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601002018,6,1,2,18,6220,DURAZNO,DURAZNO,5,4,1,5,4,0,1,0,0,0,4,4,0,0,13,6,7,13,6,7,0,0,0,0,0,0, ,0,1,0,0
601002700,6,1,2,700,6220,DURAZNO,DURAZNO,5,4,1,5,4,0,1,0,0,0,4,4,0,0,18,11,7,18,11,7,0,0,0,0,0,0, ,0,1,0,0
601002801,6,1,2,801,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601002802,6,1,2,802,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601003001,6,1,3,1,6220,DURAZNO,DURAZNO,17,13,4,17,13,0,4,0,0,0,13,13,0,0,37,16,21,37,16,21,0,0,0,0,0,0, ,0,1,0,0
601003002,6,1,3,2,6220,DURAZNO,DURAZNO,19,17,2,19,17,0,2,0,0,0,17,17,0,0,45,20,25,45,20,25,0,0,0,0,0,0, ,0,1,0,0
601003003,6,1,3,3,6220,DURAZNO,DURAZNO,23,21,2,23,21,0,2,0,0,0,21,21,0,0,52,22,30,52,22,30,0,0,0,0,0,0, ,0,1,0,0
601003004,6,1,3,4,6220,DURAZNO,DURAZNO,19,18,1,19,18,0,1,0,0,0,18,18,0,0,43,26,17,43,26,17,0,0,0,0,0,0, ,0,1,0,0
601003005,6,1,3,5,6220,DURAZNO,DURAZNO,22,21,1,22,21,0,1,0,0,0,21,21,0,0,53,22,31,53,22,31,0,0,0,0,0,0, ,0,1,0,0
601003006,6,1,3,6,6220,DURAZNO,DURAZNO,24,21,3,24,21,0,3,0,0,0,21,21,0,0,44,25,19,44,25,19,0,0,0,0,0,0, ,0,1,0,0
601003007,6,1,3,7,6220,DURAZNO,DURAZNO,31,25,6,31,25,0,6,0,0,0,25,25,0,0,64,27,37,64,27,37,0,0,0,0,0,0, ,0,1,0,0
601003008,6,1,3,8,6220,DURAZNO,DURAZNO,13,11,2,13,11,0,2,0,0,0,11,11,0,0,24,12,12,24,12,12,0,0,0,0,0,0, ,0,1,0,0
601003009,6,1,3,9,6220,DURAZNO,DURAZNO,16,12,4,15,12,0,3,1,0,1,12,12,0,0,36,18,18,36,18,18,0,0,0,0,0,0, ,0,1,0,0
601003010,6,1,3,10,6220,DURAZNO,DURAZNO,16,15,1,16,15,0,1,0,0,0,15,15,0,0,39,16,23,39,16,23,0,0,0,0,0,0, ,0,1,0,0
601003011,6,1,3,11,6220,DURAZNO,DURAZNO,44,37,7,43,36,0,7,1,1,0,37,36,0,1,75,34,41,73,32,41,0,0,0,2,2,0, ,0,1,0,0
601003012,6,1,3,12,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601003013,6,1,3,13,6220,DURAZNO,DURAZNO,28,26,2,28,26,0,2,0,0,0,26,26,0,0,64,25,39,64,25,39,0,0,0,0,0,0, ,0,1,0,0
601003014,6,1,3,14,6220,DURAZNO,DURAZNO,20,14,6,20,14,0,6,0,0,0,15,15,0,0,43,21,22,43,21,22,0,0,0,0,0,0, ,0,1,0,0
601003015,6,1,3,15,6220,DURAZNO,DURAZNO,38,28,10,38,28,0,10,0,0,0,28,28,0,0,60,26,34,60,26,34,0,0,0,0,0,0, ,0,1,0,0
601004001,6,1,4,1,6220,DURAZNO,DURAZNO,42,32,10,42,32,0,10,0,0,0,32,32,0,0,64,24,40,64,24,40,0,0,0,0,0,0, ,0,1,0,0
601004002,6,1,4,2,6220,DURAZNO,DURAZNO,19,8,11,19,8,0,11,0,0,0,8,8,0,0,16,6,10,16,6,10,0,0,0,0,0,0, ,0,1,0,0
601004003,6,1,4,3,6220,DURAZNO,DURAZNO,17,11,6,17,11,0,6,0,0,0,11,11,0,0,24,9,15,24,9,15,0,0,0,0,0,0, ,0,1,0,0
601004004,6,1,4,4,6220,DURAZNO,DURAZNO,23,18,5,23,18,0,5,0,0,0,18,18,0,0,53,24,29,53,24,29,0,0,0,0,0,0, ,0,1,0,0
601004005,6,1,4,5,6220,DURAZNO,DURAZNO,15,11,4,13,11,0,2,2,0,2,11,11,0,0,24,14,10,24,14,10,0,0,0,0,0,0, ,0,1,0,0
601004006,6,1,4,6,6220,DURAZNO,DURAZNO,14,10,4,14,10,0,4,0,0,0,10,10,0,0,27,11,16,27,11,16,0,0,0,0,0,0, ,0,1,0,0
601004007,6,1,4,7,6220,DURAZNO,DURAZNO,29,18,11,29,18,0,11,0,0,0,18,18,0,0,48,22,26,48,22,26,0,0,0,0,0,0, ,0,1,0,0
601004008,6,1,4,8,6220,DURAZNO,DURAZNO,22,19,3,20,17,0,3,2,2,0,18,17,0,1,63,21,42,42,18,24,0,0,0,21,3,18, ,0,1,0,0
601004009,6,1,4,9,6220,DURAZNO,DURAZNO,25,21,4,23,19,0,4,2,2,0,22,20,0,2,60,27,33,53,23,30,0,0,0,7,4,3, ,0,1,0,0
601004010,6,1,4,10,6220,DURAZNO,DURAZNO,22,17,5,22,17,0,5,0,0,0,19,19,0,0,40,16,24,40,16,24,0,0,0,0,0,0, ,0,1,0,0
601004011,6,1,4,11,6220,DURAZNO,DURAZNO,24,23,1,24,23,0,1,0,0,0,23,23,0,0,53,23,30,53,23,30,0,0,0,0,0,0, ,0,1,0,0
601004012,6,1,4,12,6220,DURAZNO,DURAZNO,27,27,0,27,27,0,0,0,0,0,28,28,0,0,69,34,35,69,34,35,0,0,0,0,0,0, ,0,1,0,0
601004013,6,1,4,13,6220,DURAZNO,DURAZNO,20,19,1,20,19,0,1,0,0,0,19,19,0,0,45,22,23,45,22,23,0,0,0,0,0,0, ,0,1,0,0
601004014,6,1,4,14,6220,DURAZNO,DURAZNO,34,30,4,34,30,0,4,0,0,0,30,30,0,0,68,27,41,68,27,41,0,0,0,0,0,0, ,0,1,0,0
601004015,6,1,4,15,6220,DURAZNO,DURAZNO,22,19,3,22,19,0,3,0,0,0,19,19,0,0,48,21,27,48,21,27,0,0,0,0,0,0, ,0,1,0,0
601005001,6,1,5,1,6220,DURAZNO,DURAZNO,21,21,0,21,21,0,0,0,0,0,21,21,0,0,66,26,40,66,26,40,0,0,0,0,0,0, ,0,1,0,0
601005002,6,1,5,2,6220,DURAZNO,DURAZNO,22,18,4,22,18,0,4,0,0,0,18,18,0,0,55,23,32,55,23,32,0,0,0,0,0,0, ,0,1,0,0
601005003,6,1,5,3,6220,DURAZNO,DURAZNO,66,59,7,66,59,0,7,0,0,0,59,59,0,0,148,64,84,148,64,84,0,0,0,0,0,0, ,0,1,0,0
601005004,6,1,5,4,6220,DURAZNO,DURAZNO,28,23,5,28,23,0,5,0,0,0,23,23,0,0,63,31,32,63,31,32,0,0,0,0,0,0, ,0,1,0,0
601005005,6,1,5,5,6220,DURAZNO,DURAZNO,19,15,4,19,15,0,4,0,0,0,17,17,0,0,44,20,24,44,20,24,0,0,0,0,0,0, ,0,1,0,0
601005006,6,1,5,6,6220,DURAZNO,DURAZNO,18,14,4,18,14,0,4,0,0,0,14,14,0,0,40,18,22,40,18,22,0,0,0,0,0,0, ,0,1,0,0
601005007,6,1,5,7,6220,DURAZNO,DURAZNO,22,21,1,22,21,0,1,0,0,0,21,21,0,0,57,23,34,57,23,34,0,0,0,0,0,0, ,0,1,0,0
601005008,6,1,5,8,6220,DURAZNO,DURAZNO,35,33,2,35,33,0,2,0,0,0,34,34,0,0,81,38,43,81,38,43,0,0,0,0,0,0, ,0,1,0,0
601005009,6,1,5,9,6220,DURAZNO,DURAZNO,28,25,3,28,25,0,3,0,0,0,25,25,0,0,60,25,35,60,25,35,0,0,0,0,0,0, ,0,1,0,0
601005010,6,1,5,10,6220,DURAZNO,DURAZNO,7,7,0,7,7,0,0,0,0,0,7,7,0,0,22,12,10,22,12,10,0,0,0,0,0,0, ,0,1,0,0
601005012,6,1,5,12,6220,DURAZNO,DURAZNO,9,4,5,9,4,0,5,0,0,0,4,4,0,0,13,4,9,13,4,9,0,0,0,0,0,0, ,0,1,0,0
601005013,6,1,5,13,6220,DURAZNO,DURAZNO,7,6,1,7,6,0,1,0,0,0,6,6,0,0,16,6,10,16,6,10,0,0,0,0,0,0, ,0,1,0,0
601005014,6,1,5,14,6220,DURAZNO,DURAZNO,11,8,3,11,8,0,3,0,0,0,9,9,0,0,21,8,13,21,8,13,0,0,0,0,0,0, ,0,1,0,0
601005015,6,1,5,15,6220,DURAZNO,DURAZNO,20,18,2,20,18,0,2,0,0,0,18,18,0,0,51,26,25,51,26,25,0,0,0,0,0,0, ,0,1,0,0
601005602,6,1,5,602,6220,DURAZNO,DURAZNO,6,4,2,6,4,0,2,0,0,0,4,4,0,0,13,7,6,13,7,6,0,0,0,0,0,0, ,0,1,0,0
601006001,6,1,6,1,6220,DURAZNO,DURAZNO,75,66,9,75,66,0,9,0,0,0,66,66,0,0,121,53,68,121,53,68,0,0,0,0,0,0, ,0,1,0,0
601006002,6,1,6,2,6220,DURAZNO,DURAZNO,22,16,6,21,16,0,5,1,0,1,17,17,0,0,41,19,22,41,19,22,0,0,0,0,0,0, ,0,1,0,0
601006003,6,1,6,3,6220,DURAZNO,DURAZNO,21,17,4,21,17,0,4,0,0,0,17,17,0,0,47,25,22,47,25,22,0,0,0,0,0,0, ,0,1,0,0
601006004,6,1,6,4,6220,DURAZNO,DURAZNO,44,43,1,44,43,0,1,0,0,0,43,43,0,0,98,50,48,98,50,48,0,0,0,0,0,0, ,0,1,0,0
601006005,6,1,6,5,6220,DURAZNO,DURAZNO,25,25,0,25,25,0,0,0,0,0,26,26,0,0,90,42,48,90,42,48,0,0,0,0,0,0, ,0,1,0,0
601006006,6,1,6,6,6220,DURAZNO,DURAZNO,20,20,0,20,20,0,0,0,0,0,22,22,0,0,56,31,25,56,31,25,0,0,0,0,0,0, ,0,1,0,0
601006007,6,1,6,7,6220,DURAZNO,DURAZNO,21,18,3,21,18,0,3,0,0,0,18,18,0,0,47,23,24,47,23,24,0,0,0,0,0,0, ,0,1,0,0
601006008,6,1,6,8,6220,DURAZNO,DURAZNO,31,27,4,31,27,0,4,0,0,0,27,27,0,0,56,25,31,56,25,31,0,0,0,0,0,0, ,0,1,0,0
601006009,6,1,6,9,6220,DURAZNO,DURAZNO,32,28,4,32,28,0,4,0,0,0,28,28,0,0,70,36,34,70,36,34,0,0,0,0,0,0, ,0,1,0,0
601006010,6,1,6,10,6220,DURAZNO,DURAZNO,18,13,5,18,13,0,5,0,0,0,13,13,0,0,28,11,17,28,11,17,0,0,0,0,0,0, ,0,1,0,0
601006011,6,1,6,11,6220,DURAZNO,DURAZNO,23,23,0,23,23,0,0,0,0,0,23,23,0,0,76,43,33,76,43,33,0,0,0,0,0,0, ,0,1,0,0
601006012,6,1,6,12,6220,DURAZNO,DURAZNO,30,27,3,30,27,0,3,0,0,0,27,27,0,0,60,27,33,60,27,33,0,0,0,0,0,0, ,0,1,0,0
601006013,6,1,6,13,6220,DURAZNO,DURAZNO,39,37,2,39,37,0,2,0,0,0,37,37,0,0,94,44,50,94,44,50,0,0,0,0,0,0, ,0,1,0,0
601006014,6,1,6,14,6220,DURAZNO,DURAZNO,36,29,7,36,29,0,7,0,0,0,29,29,0,0,91,50,41,91,50,41,0,0,0,0,0,0, ,0,1,0,0
601006015,6,1,6,15,6220,DURAZNO,DURAZNO,17,16,1,17,16,0,1,0,0,0,18,18,0,0,51,21,30,51,21,30,0,0,0,0,0,0, ,0,1,0,0
601006404,6,1,6,404,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601006405,6,1,6,405,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601006406,6,1,6,406,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601006407,6,1,6,407,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601007001,6,1,7,1,6220,DURAZNO,DURAZNO,29,27,2,29,27,0,2,0,0,0,27,27,0,0,76,37,39,76,37,39,0,0,0,0,0,0, ,0,1,0,0
601007002,6,1,7,2,6220,DURAZNO,DURAZNO,14,13,1,14,13,0,1,0,0,0,14,14,0,0,46,21,25,46,21,25,0,0,0,0,0,0, ,0,1,0,0
601007003,6,1,7,3,6220,DURAZNO,DURAZNO,13,11,2,13,11,0,2,0,0,0,11,11,0,0,29,17,12,29,17,12,0,0,0,0,0,0, ,0,1,0,0
601007004,6,1,7,4,6220,DURAZNO,DURAZNO,24,18,6,24,18,0,6,0,0,0,18,18,0,0,58,31,27,58,31,27,0,0,0,0,0,0, ,0,1,0,0
601007005,6,1,7,5,6220,DURAZNO,DURAZNO,30,22,8,30,22,0,8,0,0,0,22,22,0,0,80,38,42,80,38,42,0,0,0,0,0,0, ,0,1,0,0
601007006,6,1,7,6,6220,DURAZNO,DURAZNO,59,51,8,59,51,0,8,0,0,0,52,52,0,0,163,86,77,163,86,77,0,0,0,0,0,0, ,0,1,0,0
601007007,6,1,7,7,6220,DURAZNO,DURAZNO,25,20,5,25,20,0,5,0,0,0,20,20,0,0,48,21,27,48,21,27,0,0,0,0,0,0, ,0,1,0,0
601007008,6,1,7,8,6220,DURAZNO,DURAZNO,36,32,4,36,32,0,4,0,0,0,32,32,0,0,94,44,50,94,44,50,0,0,0,0,0,0, ,0,1,0,0
601007009,6,1,7,9,6220,DURAZNO,DURAZNO,15,13,2,15,13,0,2,0,0,0,13,13,0,0,22,12,10,22,12,10,0,0,0,0,0,0, ,0,1,0,0
601007010,6,1,7,10,6220,DURAZNO,DURAZNO,29,29,0,29,29,0,0,0,0,0,29,29,0,0,91,43,48,91,43,48,0,0,0,0,0,0, ,0,1,0,0
601007011,6,1,7,11,6220,DURAZNO,DURAZNO,15,12,3,15,12,0,3,0,0,0,12,12,0,0,52,28,24,52,28,24,0,0,0,0,0,0, ,0,1,0,0
601007012,6,1,7,12,6220,DURAZNO,DURAZNO,21,20,1,21,20,0,1,0,0,0,20,20,0,0,54,24,30,54,24,30,0,0,0,0,0,0, ,0,1,0,0
601007013,6,1,7,13,6220,DURAZNO,DURAZNO,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601007014,6,1,7,14,6220,DURAZNO,DURAZNO,31,25,6,31,25,0,6,0,0,0,25,25,0,0,84,41,43,84,41,43,0,0,0,0,0,0, ,0,1,0,0
601007015,6,1,7,15,6220,DURAZNO,DURAZNO,20,18,2,20,18,0,2,0,0,0,18,18,0,0,52,24,28,52,24,28,0,0,0,0,0,0, ,0,1,0,0
601007016,6,1,7,16,6220,DURAZNO,DURAZNO,37,33,4,37,33,0,4,0,0,0,33,33,0,0,116,61,55,116,61,55,0,0,0,0,0,0, ,0,1,0,0
601008001,6,1,8,1,6220,DURAZNO,DURAZNO,21,21,0,21,21,0,0,0,0,0,23,23,0,0,62,29,33,62,29,33,0,0,0,0,0,0, ,0,1,0,0
601008003,6,1,8,3,6220,DURAZNO,DURAZNO,23,20,3,23,20,0,3,0,0,0,21,21,0,0,59,30,29,59,30,29,0,0,0,0,0,0, ,0,1,0,0
601008004,6,1,8,4,6220,DURAZNO,DURAZNO,6,4,2,5,3,0,2,1,1,0,3,3,0,0,9,5,4,9,5,4,0,0,0,0,0,0, ,0,1,0,0
601008005,6,1,8,5,6220,DURAZNO,DURAZNO,19,17,2,19,17,0,2,0,0,0,18,18,0,0,74,34,40,74,34,40,0,0,0,0,0,0, ,0,1,0,0
601008006,6,1,8,6,6220,DURAZNO,DURAZNO,6,4,2,6,4,0,2,0,0,0,5,5,0,0,27,10,17,27,10,17,0,0,0,0,0,0, ,0,1,0,0
601008007,6,1,8,7,6220,DURAZNO,DURAZNO,24,21,3,24,21,0,3,0,0,0,21,21,0,0,66,29,37,66,29,37,0,0,0,0,0,0, ,0,1,0,0
601008008,6,1,8,8,6220,DURAZNO,DURAZNO,28,27,1,28,27,0,1,0,0,0,28,28,0,0,73,34,39,73,34,39,0,0,0,0,0,0, ,0,1,0,0
601008009,6,1,8,9,6220,DURAZNO,DURAZNO,33,30,3,33,30,0,3,0,0,0,31,31,0,0,93,40,53,93,40,53,0,0,0,0,0,0, ,0,1,0,0
601008010,6,1,8,10,6220,DURAZNO,DURAZNO,22,17,5,22,17,0,5,0,0,0,17,17,0,0,55,28,27,55,28,27,0,0,0,0,0,0, ,0,1,0,0
601008011,6,1,8,11,6220,DURAZNO,DURAZNO,23,21,2,23,21,0,2,0,0,0,22,22,0,0,62,33,29,62,33,29,0,0,0,0,0,0, ,0,1,0,0
601008012,6,1,8,12,6220,DURAZNO,DURAZNO,24,19,5,24,19,0,5,0,0,0,19,19,0,0,80,36,44,80,36,44,0,0,0,0,0,0, ,0,1,0,0
601008013,6,1,8,13,6220,DURAZNO,DURAZNO,19,17,2,19,17,0,2,0,0,0,17,17,0,0,43,17,26,43,17,26,0,0,0,0,0,0, ,0,1,0,0
601008014,6,1,8,14,6220,DURAZNO,DURAZNO,1,1,0,1,1,0,0,0,0,0,1,1,0,0,2,1,1,2,1,1,0,0,0,0,0,0, ,0,1,0,0
601008102,6,1,8,102,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601008202,6,1,8,202,6220,DURAZNO,DURAZNO,15,10,5,15,10,0,5,0,0,0,10,10,0,0,35,18,17,35,18,17,0,0,0,0,0,0, ,0,1,0,0
601009001,6,1,9,1,6220,DURAZNO,DURAZNO,16,15,1,16,15,0,1,0,0,0,17,17,0,0,55,25,30,55,25,30,0,0,0,0,0,0, ,0,1,0,0
601009004,6,1,9,4,6220,DURAZNO,DURAZNO,12,12,0,12,12,0,0,0,0,0,12,12,0,0,33,17,16,33,17,16,0,0,0,0,0,0, ,0,1,0,0
601009005,6,1,9,5,6220,DURAZNO,DURAZNO,10,10,0,10,10,0,0,0,0,0,10,10,0,0,39,19,20,39,19,20,0,0,0,0,0,0, ,0,1,0,0
601009006,6,1,9,6,6220,DURAZNO,DURAZNO,32,27,5,32,27,1,5,0,0,0,27,27,1,0,69,35,34,69,35,34,3,1,2,0,0,0, ,0,1,0,0
601009007,6,1,9,7,6220,DURAZNO,DURAZNO,23,19,4,23,19,0,4,0,0,0,20,20,0,0,47,19,28,47,19,28,0,0,0,0,0,0, ,0,1,0,0
601009008,6,1,9,8,6220,DURAZNO,DURAZNO,30,29,1,30,29,0,1,0,0,0,29,29,0,0,98,48,50,98,48,50,0,0,0,0,0,0, ,0,1,0,0
601009009,6,1,9,9,6220,DURAZNO,DURAZNO,20,20,0,20,20,0,0,0,0,0,20,20,0,0,68,32,36,68,32,36,0,0,0,0,0,0, ,0,1,0,0
601009010,6,1,9,10,6220,DURAZNO,DURAZNO,81,76,5,81,76,0,5,0,0,0,76,76,0,0,183,81,102,183,81,102,0,0,0,0,0,0, ,0,1,0,0
601009011,6,1,9,11,6220,DURAZNO,DURAZNO,18,15,3,18,15,0,3,0,0,0,15,15,0,0,45,22,23,45,22,23,0,0,0,0,0,0, ,0,1,0,0
601009012,6,1,9,12,6220,DURAZNO,DURAZNO,27,26,1,27,26,0,1,0,0,0,26,26,0,0,63,31,32,63,31,32,0,0,0,0,0,0, ,0,1,0,0
601009013,6,1,9,13,6220,DURAZNO,DURAZNO,21,19,2,21,19,0,2,0,0,0,19,19,0,0,56,26,30,56,26,30,0,0,0,0,0,0, ,0,1,0,0
601009014,6,1,9,14,6220,DURAZNO,DURAZNO,15,13,2,15,13,0,2,0,0,0,13,13,0,0,34,18,16,34,18,16,0,0,0,0,0,0, ,0,1,0,0
601009015,6,1,9,15,6220,DURAZNO,DURAZNO,16,14,2,16,14,0,2,0,0,0,14,14,0,0,62,32,30,62,32,30,0,0,0,0,0,0, ,0,1,0,0
601009410,6,1,9,410,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601009411,6,1,9,411,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601009412,6,1,9,412,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601009700,6,1,9,700,6220,DURAZNO,DURAZNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0
601010001,6,1,10,1,6220,DURAZNO,DURAZNO,22,19,3,22,19,0,3,0,0,0,19,19,0,0,53,25,28,53,25,28,0,0,0,0,0,0, ,0,1,0,0
601010002,6,1,10,2,6220,DURAZNO,DURAZNO,25,21,4,25,21,0,4,0,0,0,21,21,0,0,54,24,30,54,24,30,0,0,0,0,0,0, ,0,1,0,0
