codcomp,dpto,secc,segm,zona,codloc,nomdpto,nomloc,V_TOT,x,V_TOT_DES,V_PAR,V_PAR_OC,V_PAR_MA,V_PAR_DES,V_COL,V_COL_OC,V_COL_DES,H_TOT,H_PAR,H_PAR_MA,H_COL,P_TOT,P_TOT_HOM,P_TOT_MUJ,P_TOT_PAR,P_HOM_PAR,P_MUJ_PAR,P_TOT_MA,P_HOM_MA,P_MUJ_MA,P_TOT_COL,P_HOM_COL,P_MUJ_COL,BARRIO85,COD_BARRIO,SECPOL_10,CCZ10,CCZ04
1309010059,13,9,10,59,13837,RIVERA,MANDUBI,17,14,3,17,14,0,3,0,0,0,14,14,0,0,38,23,15,38,23,15,0,0,0,0,0,0, ,0,9,0,0
1309010060,13,9,10,60,13837,RIVERA,MANDUBI,7,7,0,7,7,0,0,0,0,0,7,7,0,0,21,13,8,21,13,8,0,0,0,0,0,0, ,0,9,0,0
1309010063,13,9,10,63,13837,RIVERA,MANDUBI,26,24,2,26,24,0,2,0,0,0,24,24,0,0,91,46,45,91,46,45,0,0,0,0,0,0, ,0,9,0,0
1309010064,13,9,10,64,13837,RIVERA,MANDUBI,21,20,1,21,20,0,1,0,0,0,20,20,0,0,69,33,36,69,33,36,0,0,0,0,0,0, ,0,9,0,0
1309010065,13,9,10,65,13837,RIVERA,MANDUBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309010400,13,9,10,400,13837,RIVERA,MANDUBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309010600,13,9,10,600,13837,RIVERA,MANDUBI,72,68,4,72,68,0,4,0,0,0,68,68,0,0,234,117,117,234,117,117,0,0,0,0,0,0, ,0,9,0,0
1309010601,13,9,10,601,13837,RIVERA,MANDUBI,2,2,0,2,2,0,0,0,0,0,2,2,0,0,5,1,4,5,1,4,0,0,0,0,0,0, ,0,9,0,0
1309010602,13,9,10,602,13837,RIVERA,MANDUBI,9,7,2,9,7,0,2,0,0,0,7,7,0,0,19,9,10,19,9,10,0,0,0,0,0,0, ,0,9,0,0
1309010603,13,9,10,603,13837,RIVERA,MANDUBI,10,10,0,10,10,0,0,0,0,0,10,10,0,0,50,31,19,50,31,19,0,0,0,0,0,0, ,0,9,0,0
1309010606,13,9,10,606,13837,RIVERA,MANDUBI,68,56,12,68,56,0,12,0,0,0,59,59,0,0,213,103,110,213,103,110,0,0,0,0,0,0, ,0,9,0,0
1309010607,13,9,10,607,13837,RIVERA,MANDUBI,12,8,4,12,8,0,4,0,0,0,8,8,0,0,27,14,13,27,14,13,0,0,0,0,0,0, ,0,9,0,0
1309010608,13,9,10,608,13837,RIVERA,MANDUBI,5,5,0,5,5,0,0,0,0,0,5,5,0,0,15,8,7,15,8,7,0,0,0,0,0,0, ,0,9,0,0
1309010609,13,9,10,609,13837,RIVERA,MANDUBI,24,22,2,24,22,0,2,0,0,0,22,22,0,0,69,38,31,69,38,31,0,0,0,0,0,0, ,0,9,0,0
1309010610,13,9,10,610,13837,RIVERA,MANDUBI,11,11,0,11,11,0,0,0,0,0,11,11,0,0,54,24,30,54,24,30,0,0,0,0,0,0, ,0,9,0,0
1309010611,13,9,10,611,13837,RIVERA,MANDUBI,8,8,0,8,8,0,0,0,0,0,8,8,0,0,33,20,13,33,20,13,0,0,0,0,0,0, ,0,9,0,0
1309010612,13,9,10,612,13837,RIVERA,MANDUBI,6,6,0,6,6,0,0,0,0,0,6,6,0,0,22,9,13,22,9,13,0,0,0,0,0,0, ,0,9,0,0
1309010613,13,9,10,613,13837,RIVERA,MANDUBI,11,11,0,11,11,0,0,0,0,0,12,12,0,0,43,25,18,43,25,18,0,0,0,0,0,0, ,0,9,0,0
1309010614,13,9,10,614,13837,RIVERA,MANDUBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309010615,13,9,10,615,13837,RIVERA,MANDUBI,10,10,0,10,10,0,0,0,0,0,10,10,0,0,53,23,30,53,23,30,0,0,0,0,0,0, ,0,9,0,0
1309010616,13,9,10,616,13837,RIVERA,MANDUBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309010617,13,9,10,617,13837,RIVERA,MANDUBI,16,16,0,16,16,0,0,0,0,0,16,16,0,0,68,35,33,68,35,33,0,0,0,0,0,0, ,0,9,0,0
1309010618,13,9,10,618,13837,RIVERA,MANDUBI,7,7,0,7,7,0,0,0,0,0,7,7,0,0,26,12,14,26,12,14,0,0,0,0,0,0, ,0,9,0,0
1309010619,13,9,10,619,13837,RIVERA,MANDUBI,2,2,0,2,2,0,0,0,0,0,2,2,0,0,10,4,6,10,4,6,0,0,0,0,0,0, ,0,9,0,0
1309010620,13,9,10,620,13837,RIVERA,MANDUBI,15,15,0,15,15,0,0,0,0,0,15,15,0,0,62,36,26,62,36,26,0,0,0,0,0,0, ,0,9,0,0
1309010621,13,9,10,621,13837,RIVERA,MANDUBI,5,5,0,5,5,0,0,0,0,0,5,5,0,0,17,9,8,17,9,8,0,0,0,0,0,0, ,0,9,0,0
1309010624,13,9,10,624,13837,RIVERA,MANDUBI,63,58,5,63,58,0,5,0,0,0,61,61,0,0,206,108,98,206,108,98,0,0,0,0,0,0, ,0,9,0,0
1309010625,13,9,10,625,13837,RIVERA,MANDUBI,52,48,4,52,48,0,4,0,0,0,48,48,0,0,164,74,90,164,74,90,0,0,0,0,0,0, ,0,9,0,0
1309010700,13,9,10,700,13837,RIVERA,MANDUBI,11,11,0,11,11,0,0,0,0,0,11,11,0,0,35,12,23,35,12,23,0,0,0,0,0,0, ,0,9,0,0
1309010701,13,9,10,701,13837,RIVERA,MANDUBI,3,3,0,3,3,0,0,0,0,0,3,3,0,0,10,5,5,10,5,5,0,0,0,0,0,0, ,0,9,0,0
1309010702,13,9,10,702,13837,RIVERA,MANDUBI,1,1,0,1,1,0,0,0,0,0,1,1,0,0,4,3,1,4,3,1,0,0,0,0,0,0, ,0,9,0,0
1309010801,13,9,10,801,13837,RIVERA,MANDUBI,17,17,0,17,17,0,0,0,0,0,17,17,0,0,63,38,25,63,38,25,0,0,0,0,0,0, ,0,9,0,0
1309010802,13,9,10,802,13837,RIVERA,MANDUBI,12,11,1,12,11,0,1,0,0,0,11,11,0,0,33,18,15,33,18,15,0,0,0,0,0,0, ,0,9,0,0
1309010803,13,9,10,803,13837,RIVERA,MANDUBI,20,17,3,20,17,0,3,0,0,0,17,17,0,0,55,23,32,55,23,32,0,0,0,0,0,0, ,0,9,0,0
1309010807,13,9,10,807,13837,RIVERA,MANDUBI,23,20,3,23,20,0,3,0,0,0,20,20,0,0,98,50,48,98,50,48,0,0,0,0,0,0, ,0,9,0,0
1309011002,13,9,11,2,13836,RIVERA,LA PEDRERA,31,27,4,31,27,0,4,0,0,0,27,27,0,0,75,36,39,75,36,39,0,0,0,0,0,0, ,0,9,0,0
1309011003,13,9,11,3,13836,RIVERA,LA PEDRERA,34,29,5,34,29,0,5,0,0,0,29,29,0,0,100,48,52,100,48,52,0,0,0,0,0,0, ,0,9,0,0
1309011004,13,9,11,4,13836,RIVERA,LA PEDRERA,45,40,5,45,40,0,5,0,0,0,40,40,0,0,112,57,55,112,57,55,0,0,0,0,0,0, ,0,9,0,0
1309011005,13,9,11,5,13836,RIVERA,LA PEDRERA,30,27,3,30,27,0,3,0,0,0,27,27,0,0,113,50,63,113,50,63,0,0,0,0,0,0, ,0,9,0,0
1309011007,13,9,11,7,13836,RIVERA,LA PEDRERA,27,25,2,27,25,0,2,0,0,0,26,26,0,0,70,29,41,70,29,41,0,0,0,0,0,0, ,0,9,0,0
1309011008,13,9,11,8,13836,RIVERA,LA PEDRERA,33,29,4,33,29,0,4,0,0,0,29,29,0,0,92,49,43,92,49,43,0,0,0,0,0,0, ,0,9,0,0
1309011009,13,9,11,9,13836,RIVERA,LA PEDRERA,26,22,4,26,22,0,4,0,0,0,22,22,0,0,64,31,33,64,31,33,0,0,0,0,0,0, ,0,9,0,0
1309011010,13,9,11,10,13836,RIVERA,LA PEDRERA,32,29,3,32,29,0,3,0,0,0,29,29,0,0,88,41,47,88,41,47,0,0,0,0,0,0, ,0,9,0,0
1309011011,13,9,11,11,13836,RIVERA,LA PEDRERA,24,24,0,24,24,0,0,0,0,0,25,25,0,0,74,37,37,74,37,37,0,0,0,0,0,0, ,0,9,0,0
1309011013,13,9,11,13,13836,RIVERA,LA PEDRERA,21,19,2,21,19,0,2,0,0,0,19,19,0,0,53,27,26,53,27,26,0,0,0,0,0,0, ,0,9,0,0
1309011014,13,9,11,14,13836,RIVERA,LA PEDRERA,18,15,3,18,15,0,3,0,0,0,15,15,0,0,44,23,21,44,23,21,0,0,0,0,0,0, ,0,9,0,0
1309011015,13,9,11,15,13836,RIVERA,LA PEDRERA,17,14,3,17,14,0,3,0,0,0,14,14,0,0,41,22,19,41,22,19,0,0,0,0,0,0, ,0,9,0,0
1309011016,13,9,11,16,13836,RIVERA,LA PEDRERA,41,38,3,41,38,0,3,0,0,0,38,38,0,0,111,56,55,111,56,55,0,0,0,0,0,0, ,0,9,0,0
1309011017,13,9,11,17,13836,RIVERA,LA PEDRERA,49,46,3,49,46,0,3,0,0,0,46,46,0,0,138,70,68,138,70,68,0,0,0,0,0,0, ,0,9,0,0
1309011019,13,9,11,19,13836,RIVERA,LA PEDRERA,18,13,5,18,13,0,5,0,0,0,13,13,0,0,54,29,25,54,29,25,0,0,0,0,0,0, ,0,9,0,0
1309011020,13,9,11,20,13836,RIVERA,LA PEDRERA,17,16,1,17,16,0,1,0,0,0,16,16,0,0,52,30,22,52,30,22,0,0,0,0,0,0, ,0,9,0,0
1309011021,13,9,11,21,13836,RIVERA,LA PEDRERA,30,29,1,30,29,0,1,0,0,0,29,29,0,0,83,41,42,83,41,42,0,0,0,0,0,0, ,0,9,0,0
1309011022,13,9,11,22,13836,RIVERA,LA PEDRERA,18,16,2,18,16,0,2,0,0,0,18,18,0,0,55,25,30,55,25,30,0,0,0,0,0,0, ,0,9,0,0
1309011023,13,9,11,23,13836,RIVERA,LA PEDRERA,14,12,2,14,12,0,2,0,0,0,12,12,0,0,45,19,26,45,19,26,0,0,0,0,0,0, ,0,9,0,0
1309011024,13,9,11,24,13836,RIVERA,LA PEDRERA,21,18,3,21,18,0,3,0,0,0,18,18,0,0,71,32,39,71,32,39,0,0,0,0,0,0, ,0,9,0,0
1309011025,13,9,11,25,13836,RIVERA,LA PEDRERA,21,17,4,21,17,0,4,0,0,0,17,17,0,0,54,27,27,54,27,27,0,0,0,0,0,0, ,0,9,0,0
1309011026,13,9,11,26,13836,RIVERA,LA PEDRERA,21,20,1,21,20,0,1,0,0,0,20,20,0,0,79,36,43,79,36,43,0,0,0,0,0,0, ,0,9,0,0
1309011027,13,9,11,27,13836,RIVERA,LA PEDRERA,19,18,1,19,18,0,1,0,0,0,18,18,0,0,48,21,27,48,21,27,0,0,0,0,0,0, ,0,9,0,0
1309011029,13,9,11,29,13836,RIVERA,LA PEDRERA,27,25,2,27,25,0,2,0,0,0,25,25,0,0,78,39,39,78,39,39,0,0,0,0,0,0, ,0,9,0,0
1309011030,13,9,11,30,13836,RIVERA,LA PEDRERA,11,9,2,11,9,0,2,0,0,0,9,9,0,0,34,18,16,34,18,16,0,0,0,0,0,0, ,0,9,0,0
1309011031,13,9,11,31,13836,RIVERA,LA PEDRERA,13,12,1,13,12,0,1,0,0,0,12,12,0,0,36,17,19,36,17,19,0,0,0,0,0,0, ,0,9,0,0
1309011032,13,9,11,32,13836,RIVERA,LA PEDRERA,1,1,0,1,1,0,0,0,0,0,1,1,0,0,2,0,2,2,0,2,0,0,0,0,0,0, ,0,9,0,0
1309011033,13,9,11,33,13836,RIVERA,LA PEDRERA,19,15,4,19,15,0,4,0,0,0,15,15,0,0,58,25,33,58,25,33,0,0,0,0,0,0, ,0,9,0,0
1309011034,13,9,11,34,13836,RIVERA,LA PEDRERA,17,17,0,17,17,0,0,0,0,0,17,17,0,0,60,25,35,60,25,35,0,0,0,0,0,0, ,0,9,0,0
1309011036,13,9,11,36,13836,RIVERA,LA PEDRERA,30,30,0,30,30,0,0,0,0,0,30,30,0,0,112,57,55,112,57,55,0,0,0,0,0,0, ,0,9,0,0
1309011037,13,9,11,37,13836,RIVERA,LA PEDRERA,63,37,26,63,37,0,26,0,0,0,37,37,0,0,99,48,51,99,48,51,0,0,0,0,0,0, ,0,9,0,0
1309011040,13,9,11,40,13836,RIVERA,LA PEDRERA,20,18,2,20,18,0,2,0,0,0,18,18,0,0,49,20,29,49,20,29,0,0,0,0,0,0, ,0,9,0,0
1309011042,13,9,11,42,13836,RIVERA,LA PEDRERA,28,23,5,28,23,0,5,0,0,0,23,23,0,0,66,35,31,66,35,31,0,0,0,0,0,0, ,0,9,0,0
1309011044,13,9,11,44,13836,RIVERA,LA PEDRERA,8,8,0,7,7,0,0,1,1,0,9,8,0,1,90,14,76,25,14,11,0,0,0,65,0,65, ,0,9,0,0
1309011045,13,9,11,45,13836,RIVERA,LA PEDRERA,15,13,2,15,13,0,2,0,0,0,13,13,0,0,44,21,23,44,21,23,0,0,0,0,0,0, ,0,9,0,0
1309011046,13,9,11,46,13836,RIVERA,LA PEDRERA,18,15,3,18,15,0,3,0,0,0,15,15,0,0,63,32,31,63,32,31,0,0,0,0,0,0, ,0,9,0,0
1309011047,13,9,11,47,13836,RIVERA,LA PEDRERA,11,10,1,11,10,0,1,0,0,0,10,10,0,0,28,17,11,28,17,11,0,0,0,0,0,0, ,0,9,0,0
1309011400,13,9,11,400,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011401,13,9,11,401,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011402,13,9,11,402,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011403,13,9,11,403,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011404,13,9,11,404,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011405,13,9,11,405,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011406,13,9,11,406,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011407,13,9,11,407,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011408,13,9,11,408,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011409,13,9,11,409,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011410,13,9,11,410,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011411,13,9,11,411,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011412,13,9,11,412,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011413,13,9,11,413,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011414,13,9,11,414,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011415,13,9,11,415,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011416,13,9,11,416,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011417,13,9,11,417,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011501,13,9,11,501,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011503,13,9,11,503,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011602,13,9,11,602,13836,RIVERA,LA PEDRERA,5,5,0,5,5,0,0,0,0,0,5,5,0,0,18,8,10,18,8,10,0,0,0,0,0,0, ,0,9,0,0
1309011603,13,9,11,603,13836,RIVERA,LA PEDRERA,1,1,0,1,1,0,0,0,0,0,1,1,0,0,2,1,1,2,1,1,0,0,0,0,0,0, ,0,9,0,0
1309011604,13,9,11,604,13836,RIVERA,LA PEDRERA,2,2,0,2,2,0,0,0,0,0,2,2,0,0,2,1,1,2,1,1,0,0,0,0,0,0, ,0,9,0,0
1309011605,13,9,11,605,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011621,13,9,11,621,13836,RIVERA,LA PEDRERA,31,27,4,31,27,0,4,0,0,0,27,27,0,0,79,34,45,79,34,45,0,0,0,0,0,0, ,0,9,0,0
1309011700,13,9,11,700,13836,RIVERA,LA PEDRERA,28,26,2,28,26,0,2,0,0,0,26,26,0,0,91,48,43,91,48,43,0,0,0,0,0,0, ,0,9,0,0
1309011701,13,9,11,701,13836,RIVERA,LA PEDRERA,19,17,2,19,17,0,2,0,0,0,18,18,0,0,52,31,21,52,31,21,0,0,0,0,0,0, ,0,9,0,0
1309011702,13,9,11,702,13836,RIVERA,LA PEDRERA,14,12,2,14,12,0,2,0,0,0,13,13,0,0,45,22,23,45,22,23,0,0,0,0,0,0, ,0,9,0,0
1309011703,13,9,11,703,13836,RIVERA,LA PEDRERA,5,4,1,5,4,0,1,0,0,0,4,4,0,0,14,8,6,14,8,6,0,0,0,0,0,0, ,0,9,0,0
1309011704,13,9,11,704,13836,RIVERA,LA PEDRERA,41,38,3,41,38,0,3,0,0,0,39,39,0,0,115,58,57,115,58,57,0,0,0,0,0,0, ,0,9,0,0
1309011705,13,9,11,705,13836,RIVERA,LA PEDRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,9,0,0
1309011706,13,9,11,706,13836,RIVERA,LA PEDRERA,11,7,4,11,7,0,4,0,0,0,7,7,0,0,30,16,14,30,16,14,0,0,0,0,0,0, ,0,9,0,0
1309011707,13,9,11,707,13836,RIVERA,LA PEDRERA,12,10,2,12,10,0,2,0,0,0,10,10,0,0,30,16,14,30,16,14,0,0,0,0,0,0, ,0,9,0,0
1309011803,13,9,11,803,13836,RIVERA,LA PEDRERA,15,10,5,15,10,0,5,0,0,0,10,10,0,0,31,16,15,31,16,15,0,0,0,0,0,0, ,0,9,0,0
1309011804,13,9,11,804,13836,RIVERA,LA PEDRERA,28,25,3,28,25,0,3,0,0,0,25,25,0,0,71,40,31,71,40,31,0,0,0,0,0,0, ,0,9,0,0
1309011806,13,9,11,806,13836,RIVERA,LA PEDRERA,10,7,3,10,7,0,3,0,0,0,7,7,0,0,19,9,10,19,9,10,0,0,0,0,0,0, ,0,9,0,0
1309011807,13,9,11,807,13836,RIVERA,LA PEDRERA,57,54,3,57,54,0,3,0,0,0,54,54,0,0,154,80,74,154,80,74,0,0,0,0,0,0, ,0,9,0,0
1309103003,13,9,103,3,13220,RIVERA,RIVERA,34,31,3,34,31,0,3,0,0,0,32,32,0,0,120,59,61,120,59,61,0,0,0,0,0,0, ,0,10,0,0
1309103006,13,9,103,6,13220,RIVERA,RIVERA,25,22,3,25,22,0,3,0,0,0,22,22,0,0,75,41,34,75,41,34,0,0,0,0,0,0, ,0,10,0,0
1309103007,13,9,103,7,13220,RIVERA,RIVERA,20,19,1,20,19,0,1,0,0,0,19,19,0,0,62,28,34,62,28,34,0,0,0,0,0,0, ,0,10,0,0
1309103009,13,9,103,9,13220,RIVERA,RIVERA,18,10,8,18,10,0,8,0,0,0,10,10,0,0,34,13,21,34,13,21,0,0,0,0,0,0, ,0,10,0,0
1309103010,13,9,103,10,13220,RIVERA,RIVERA,24,21,3,24,21,0,3,0,0,0,27,27,0,0,95,46,49,95,46,49,0,0,0,0,0,0, ,0,10,0,0
1309103011,13,9,103,11,13220,RIVERA,RIVERA,29,28,1,29,28,0,1,0,0,0,28,28,0,0,87,43,44,87,43,44,0,0,0,0,0,0, ,0,10,0,0
1309103012,13,9,103,12,13220,RIVERA,RIVERA,39,38,1,39,38,0,1,0,0,0,40,40,0,0,124,63,61,124,63,61,0,0,0,0,0,0, ,0,10,0,0
1309103013,13,9,103,13,13220,RIVERA,RIVERA,15,14,1,15,14,0,1,0,0,0,14,14,0,0,42,15,27,42,15,27,0,0,0,0,0,0, ,0,10,0,0
1309103015,13,9,103,15,13220,RIVERA,RIVERA,28,23,5,28,23,0,5,0,0,0,23,23,0,0,72,36,36,72,36,36,0,0,0,0,0,0, ,0,10,0,0
1309103016,13,9,103,16,13220,RIVERA,RIVERA,29,26,3,29,26,0,3,0,0,0,26,26,0,0,70,33,37,70,33,37,0,0,0,0,0,0, ,0,10,0,0
1309103017,13,9,103,17,13220,RIVERA,RIVERA,23,20,3,23,20,0,3,0,0,0,20,20,0,0,59,34,25,59,34,25,0,0,0,0,0,0, ,0,10,0,0
1309103018,13,9,103,18,13220,RIVERA,RIVERA,12,11,1,12,11,0,1,0,0,0,11,11,0,0,36,17,19,36,17,19,0,0,0,0,0,0, ,0,10,0,0
1309103031,13,9,103,31,13220,RIVERA,RIVERA,41,39,2,41,39,0,2,0,0,0,39,39,0,0,137,68,69,137,68,69,0,0,0,0,0,0, ,0,10,0,0
1309103032,13,9,103,32,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,10,0,0
1309103034,13,9,103,34,13220,RIVERA,RIVERA,20,19,1,20,19,0,1,0,0,0,19,19,0,0,72,28,44,72,28,44,0,0,0,0,0,0, ,0,10,0,0
1309103036,13,9,103,36,13220,RIVERA,RIVERA,16,15,1,16,15,0,1,0,0,0,15,15,0,0,50,29,21,50,29,21,0,0,0,0,0,0, ,0,10,0,0
1309103038,13,9,103,38,13220,RIVERA,RIVERA,19,18,1,19,18,0,1,0,0,0,18,18,0,0,55,22,33,55,22,33,0,0,0,0,0,0, ,0,10,0,0
1309103053,13,9,103,53,13220,RIVERA,RIVERA,13,10,3,13,10,0,3,0,0,0,10,10,0,0,31,14,17,31,14,17,0,0,0,0,0,0, ,0,10,0,0
1309103057,13,9,103,57,13220,RIVERA,RIVERA,6,5,1,6,5,0,1,0,0,0,5,5,0,0,19,11,8,19,11,8,0,0,0,0,0,0, ,0,10,0,0
1309103400,13,9,103,400,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,10,0,0
1309103401,13,9,103,401,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,10,0,0
1309103600,13,9,103,600,13220,RIVERA,RIVERA,49,47,2,49,47,0,2,0,0,0,47,47,0,0,201,99,102,201,99,102,0,0,0,0,0,0, ,0,10,0,0
1309103601,13,9,103,601,13220,RIVERA,RIVERA,9,7,2,9,7,0,2,0,0,0,7,7,0,0,19,8,11,19,8,11,0,0,0,0,0,0, ,0,10,0,0
1309103603,13,9,103,603,13220,RIVERA,RIVERA,13,12,1,13,12,0,1,0,0,0,12,12,0,0,34,14,20,34,14,20,0,0,0,0,0,0, ,0,10,0,0
1309103604,13,9,103,604,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,10,0,0
1309103605,13,9,103,605,13220,RIVERA,RIVERA,8,8,0,8,8,0,0,0,0,0,8,8,0,0,29,15,14,29,15,14,0,0,0,0,0,0, ,0,10,0,0
1309103606,13,9,103,606,13220,RIVERA,RIVERA,13,13,0,13,13,0,0,0,0,0,13,13,0,0,36,21,15,36,21,15,0,0,0,0,0,0, ,0,10,0,0
1309103607,13,9,103,607,13220,RIVERA,RIVERA,13,12,1,13,12,0,1,0,0,0,12,12,0,0,35,17,18,35,17,18,0,0,0,0,0,0, ,0,10,0,0
1309103608,13,9,103,608,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,10,0,0
1309103609,13,9,103,609,13220,RIVERA,RIVERA,13,12,1,13,12,0,1,0,0,0,12,12,0,0,37,19,18,37,19,18,0,0,0,0,0,0, ,0,10,0,0
1309103610,13,9,103,610,13220,RIVERA,RIVERA,10,10,0,10,10,0,0,0,0,0,10,10,0,0,35,13,22,35,13,22,0,0,0,0,0,0, ,0,10,0,0
1309103611,13,9,103,611,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,10,0,0
1309103612,13,9,103,612,13220,RIVERA,RIVERA,2,2,0,2,2,0,0,0,0,0,2,2,0,0,5,1,4,5,1,4,0,0,0,0,0,0, ,0,10,0,0
1309103613,13,9,103,613,13220,RIVERA,RIVERA,16,13,3,16,13,0,3,0,0,0,13,13,0,0,45,21,24,45,21,24,0,0,0,0,0,0, ,0,10,0,0
1309103614,13,9,103,614,13220,RIVERA,RIVERA,12,11,1,12,11,0,1,0,0,0,11,11,0,0,29,15,14,29,15,14,0,0,0,0,0,0, ,0,10,0,0
1309103615,13,9,103,615,13220,RIVERA,RIVERA,12,12,0,12,12,0,0,0,0,0,12,12,0,0,37,21,16,37,21,16,0,0,0,0,0,0, ,0,10,0,0
1309103616,13,9,103,616,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,10,0,0
1309103617,13,9,103,617,13220,RIVERA,RIVERA,10,10,0,10,10,0,0,0,0,0,10,10,0,0,18,10,8,18,10,8,0,0,0,0,0,0, ,0,10,0,0
1309103618,13,9,103,618,13220,RIVERA,RIVERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,10,0,0
1309103619,13,9,103,619,13220,RIVERA,RIVERA,10,9,1,10,9,0,1,0,0,0,9,9,0,0,21,10,11,21,10,11,0,0,0,0,0,0, ,0,10,0,0
